Linux 5.15.30-2-pve (superserver2) 	01/28/2024 	_x86_64_	(32 CPU)

06:31:41 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
06:31:46 PM 313579340 389035144   2591392      0.66    857812  74767244   7111804      1.76  50385612  26170080        16   1096752   3077996     10656     10256    862924
06:31:51 PM 313297524 388755832   2867460      0.73    857812  74769688  39843680      9.88  50386876  26515920       696   1441528   3081300     10032     16772    862412
06:31:56 PM 313542156 389002252   2622468      0.66    857812  74771400   6637756      1.65  50388208  26172028        36   1097072   3079948      9680     10212    862204
06:32:01 PM 313543012 389004280   2621080      0.66    857812  74772524   6637756      1.65  50388216  26173172       260   1097072   3079356      9680     10208    862124
06:32:06 PM 313542096 389005204   2619964      0.66    857812  74774260   6637756      1.65  50388280  26174852        84   1097076   3079652      9680     10216    862156
06:32:11 PM 313544220 389008724   2616224      0.66    857812  74775552   6637756      1.65  50388284  26176184        92   1097080   3079976      9680     10208    862140
06:32:16 PM 313541756 389007824   2616996      0.66    857812  74777048   6637756      1.65  50388348  26177580        36   1097076   3080172      9680     10208    862140
06:32:21 PM 313539276 389007116   2617884      0.66    857812  74778672   6637756      1.65  50388348  26179240       192   1097080   3080140      9696     10212    862156
06:32:26 PM 313540600 389009884   2615216      0.66    857812  74780048   6637756      1.65  50388412  26180508        48   1097076   3080108      9696     10212    862124
06:32:31 PM 313541424 389012216   2613092      0.66    857812  74781448   6637756      1.65  50388412  26181912       208   1097080   3080008      9696     10208    862156
06:32:36 PM 313538464 389010880   2614456      0.66    857812  74782968   6637756      1.65  50388472  26183468        36   1097212   3080084      9760     10320    862124
06:32:41 PM 313539716 389013576   2611928      0.66    857812  74784316   6637756      1.65  50388476  26184756        96   1097084   3080012      9712     10204    862140
06:32:46 PM 313538780 389014144   2611516      0.66    857812  74785720   6637756      1.65  50388536  26186056        24   1097080   3079956      9712     10204    862140
06:32:51 PM 313541068 389017912   2607824      0.66    857812  74787128   6637756      1.65  50388540  26187488       212   1097080   3079952      9712     10200    862140
06:32:56 PM 313540116 389018308   2606964      0.66    857812  74788372   6637756      1.65  50388600  26188632       216   1097080   3080520      9744     10200    862172
06:33:01 PM 313541444 389020988   2604252      0.66    857812  74789636   6637756      1.65  50388600  26189920       248   1097080   3080640      9744     10204    862172
06:33:06 PM 313541248 389022276   2603112      0.66    857812  74791036   6637756      1.65  50388664  26191248         8   1097092   3080576      9744     10200    862156
06:33:11 PM 313542064 389024376   2601240      0.66    857812  74792216   6637756      1.65  50388668  26192512       296   1097120   3080452      9744     10200    862172
06:33:16 PM 313543892 389027552   2598120      0.66    857812  74793484   6637756      1.65  50388664  26193756        36   1097148   3080476      9744     10204    862140
06:33:21 PM 313543680 389028880   2596656      0.66    857812  74794948   6637756      1.65  50388732  26195232        92   1097176   3080688      9744     10200    862140
