Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

12:11:04 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
12:51:54 AM 285502004 388668232   2979704      0.75   1571476 100950332 193687252     48.03  44897684  59339388      8780   1744116   3855032     10864     35636    280128
12:51:59 AM 285479188 388647996   3000044      0.76   1571476 100952768 189376108     46.96  44897780  59314020     11004   1716388   3855072     10832     35244    280168
12:52:04 AM 285468956 388639368   3008844      0.76   1571476 100954240 193308312     47.94  44897956  59344404      9376   1745412   3855032     10832     35528    280152
12:52:09 AM 285461208 388633480   3014752      0.76   1571476 100956020 193688096     48.03  44898096  59350332     10928   1749296   3855092     10800     35576    280200
12:52:14 AM 285513968 388688740   2959536      0.75   1571476 100958468 182861028     45.35  44898236  59277148      8988   1674360   3855100     10800     34440    280184
12:52:19 AM 285431000 388607616   3040368      0.77   1571476 100960208 193386340     47.96  44898368  59361432     10916   1756920   3855496     10800     35752    280184
12:52:24 AM 285463616 388641832   3005920      0.76   1571476 100961744 190289052     47.19  44898484  59324000      9588   1718100   3855792     10800     35204    280168
12:52:29 AM 285513988 388693892   2954124      0.75   1571476 100963336 190975012     47.36  44898664  59335656      9952   1728188   3855624     10784     35148    280200
12:52:34 AM 285482408 388663328   2984796      0.76   1571476 100964336 193587568     48.01  44898772  59358992      9116   1750892   3855532     10784     35536    280136
12:52:39 AM 285517716 388700836   2947140      0.75   1571476 100966592 190188568     47.16  44898844  59321404      8960   1710440   3855624     10784     34984    280056
12:52:44 AM 285464408 388650036   2997772      0.76   1571476 100968980 186839132     46.33  44899020  59330144      9636   1717632   3855912     10800     35304    280008
12:52:49 AM 285478680 388665856   2981504      0.76   1571476 100970524 190256284     47.18  44899240  59339280      9312   1724712   3856364     10832     35284    280040
12:52:54 AM 285462288 388650348   2996292      0.76   1571476 100971348 190904536     47.34  44899328  59342996      8296   1728372   3857144     10816     35252    280056
12:52:59 AM 285484960 388674556   2971932      0.75   1571476 100972828 193478284     47.98  44899452  59359336      8384   1742648   3857352     10784     35548    280088
12:53:04 AM 285469208 388662112   2983804      0.76   1571476 100976060 193683064     48.03  44899600  59362476      9584   1743272   3858000     10816     35328    280152
12:53:09 AM 285489360 388683704   2961844      0.75   1571476 100977500 190202548     47.17  44899736  59342200      9384   1721812   3858368     10832     35324    280160
12:53:14 AM 285596800 388795704   2850180      0.72   1571476 100981808 178283364     44.21  44899864  59242528      8288   1617312   3858284     10720     34072    280168
12:53:19 AM 285484936 388682832   2963700      0.75   1571476 100980748 193688228     48.03  44900104  59370960      8924   1746960   3857688     10800     35784    280128
12:53:24 AM 285466828 388666208   2980292      0.75   1571476 100982140 193275048     47.93  44900188  59369260      9732   1744768   3857812     10768     35504    279976
12:53:29 AM 285444848 388645684   3000728      0.76   1571476 100983556 193686468     48.03  44900288  59372688      8936   1746736   3857940     10752     35628    279928
12:53:34 AM 285461980 388664980   2981376      0.76   1571476 100985672 193892124     48.08  44900400  59379144      9916   1751228   3858044     10768     35780    280008
12:53:39 AM 285471236 388675444   2970940      0.75   1571476 100986872 193488696     47.98  44900536  59379272      8436   1750232   3858024     10800     35720    280000
12:53:44 AM 285457316 388665188   2980892      0.75   1571476 100990352 193279872     47.93  44900688  59381772     11132   1749380   3858512     10784     35760    280072
12:53:49 AM 285422564 388631320   3014684      0.76   1571476 100991140 193585964     48.01  44900892  59378264      7748   1745148   3858684     10752     35480    280040
12:53:54 AM 285476484 388688548   2956512      0.75   1571476 100994456 189792912     47.07  44901036  59362732      9716   1726676   3859620     10880     35592    280096
12:53:59 AM 285442408 388654860   2991832      0.76   1571476 100994772 193789136     48.06  44901184  59381948      9192   1746084   3858060     10784     35576    280072
12:54:04 AM 285522044 388737176   2909632      0.74   1571476 100997404 185678828     46.05  44901240  59323232      8792   1684436   3857992     10720     34508    280056
12:54:09 AM 285428244 388644260   3001908      0.76   1571476 100998224 193484540     47.98  44901396  59389168     10404   1749716   3858696     10800     35848    280096
12:54:14 AM 285432636 388650036   2995764      0.76   1571476 100999608 187862252     46.59  44901516  59380296      9356   1739568   3859064     10800     35508    280128
12:54:19 AM 285421668 388641988   3003484      0.76   1571476 101002488 193690924     48.03  44901788  59395844      9772   1752508   3859432     10752     35760    280136
12:54:24 AM 285444652 388666880   2978532      0.75   1571476 101004384 193476680     47.98  44901900  59389696     10244   1744544   3859504     10752     35736    280104
12:54:29 AM 285418072 388640728   3005000      0.76   1571476 101004792 193999812     48.11  44901984  59398492      9276   1752924   3859208     10752     35768    280104
12:54:34 AM 285478720 388703552   2942920      0.75   1571476 101006940 183094096     45.40  44902076  59323684      8112   1676164   3858492     10720     34088    280040
12:54:39 AM 285439520 388665488   2980880      0.75   1571476 101008072 193794040     48.06  44902240  59399704      8924   1751356   3858600     10736     35672    279992
12:54:44 AM 285437016 388664172   2982192      0.76   1571476 101009360 190771000     47.31  44902316  59382452      9516   1731948   3858504     10736     35140    279944
12:54:49 AM 285569576 388801276   2845692      0.72   1571476 101013860 173058152     42.92  44902536  59245776      9188   1591672   3857944     10688     33588    279864
12:54:54 AM 285457540 388689596   2957880      0.75   1571476 101014128 193107656     47.89  44902752  59404392      9548   1750284   3857524     10736     35704    279928
12:54:59 AM 285459820 388693428   2953544      0.75   1571476 101015668 193787604     48.06  44902820  59405820     11004   1750120   3858040     10784     35668    280024
12:55:04 AM 285440532 388675532   2971300      0.75   1571476 101017024 193283064     47.93  44902948  59409240     10476   1752432   3858216     10784     35796    280016
12:55:09 AM 285432868 388669908   2975828      0.75   1571476 101019068 193653628     48.02  44903072  59410480     10340   1751624   3859308     10944     35824    279992
12:55:14 AM 285463484 388702436   2944040      0.75   1571476 101020936 186457180     46.24  44903248  59370768      9332   1710376   3858612     10800     34936    280016
12:55:19 AM 285422376 388663824   2983020      0.76   1571476 101023408 194107580     48.14  44903496  59415016      9752   1752772   3858268     10800     35900    279992
12:55:24 AM 285419596 388662972   2984256      0.76   1571476 101025320 193280120     47.93  44903588  59415040      9076   1750444   3857900     10752     35752    279896
12:55:29 AM 285497928 388743296   2903720      0.74   1571476 101027288 185885744     46.10  44903708  59353488      9056   1687072   3858136     10752     34584    279912
12:55:34 AM 285423300 388669216   2977824      0.75   1571476 101027740 193591144     48.01  44903876  59422264      9048   1755820   3858208     10816     35940    279960
12:55:39 AM 285519156 388767248   2879628      0.73   1571476 101029892 183242544     45.44  44903908  59336236      9100   1667440   3858396     10688     34328    279960
12:55:44 AM 285469496 388719100   2927756      0.74   1571476 101031296 184945324     45.86  44903712  59401516      9736   1731248   3858524     10736     34540    279992
12:55:49 AM 285478984 388730968   2916216      0.74   1571476 101033592 187076652     46.39  44903984  59379640      8368   1707336   3858280     10720     34792    279960
12:55:54 AM 285431476 388683984   2963204      0.75   1571476 101034036 193908108     48.09  44904088  59432236      9380   1759576   3858356     10800     35916    280168
12:55:59 AM 285422764 388678428   2969144      0.75   1571476 101037268 190199200     47.17  44904240  59396924      9128   1721368   3857896     10736     35220    280072
12:56:04 AM 285390056 388646704   3001344      0.76   1571476 101038152 193484676     47.98  44904440  59420804      9760   1744420   3857520     10768     35592    280008
12:56:09 AM 285473688 388732980   2914764      0.74   1571476 101040788 185889588     46.10  44904520  59370540      9712   1691700   3857832     10752     35360    279984
12:56:14 AM 285444600 388704500   2943064      0.75   1571476 101041400 189786380     47.06  44904580  59397664     10380   1718000   3858008     10800     35192    280088
12:56:19 AM 285391056 388652668   2994720      0.76   1571476 101043044 193593916     48.01  44904804  59438920      8812   1757720   3858252     10752     35884    280096
12:56:24 AM 285455964 388720256   2926696      0.74   1571476 101045696 186797748     46.32  44904936  59380628      9672   1696284   3858716     10736     34944    280024
12:56:29 AM 285443580 388710236   2936196      0.74   1571476 101048028 189478644     46.99  44905112  59403132     10320   1717188   3859268     10736     35780    280072
12:56:34 AM 285442520 388710612   2935944      0.74   1571476 101049416 186768904     46.32  44905228  59391220      9152   1704436   3859192     10720     34980    280024
12:56:39 AM 285397600 388666988   2979656      0.75   1571476 101050692 190971796     47.36  44905436  59412264     10012   1724408   3859124     10704     35048    279976
12:56:44 AM 285406180 388676580   2970216      0.75   1571476 101051708 193683684     48.03  44905532  59433756      9736   1744984   3858968     10768     35656    279992
12:56:49 AM 285398732 388670280   2976892      0.75   1571476 101052804 187547648     46.51  44905612  59416272      9668   1726508   3858644     10736     35180    280008
12:56:54 AM 285374700 388648192   2999376      0.76   1571476 101054752 193681476     48.03  44905744  59437592      9032   1745936   3858244     10736     35592    279944
12:56:59 AM 285374684 388650232   2997532      0.76   1571476 101056772 193582068     48.01  44905944  59435904      9384   1742296   3858084     10752     35564    280008
12:57:04 AM 285374316 388651604   2996100      0.76   1571476 101058480 193579664     48.01  44906092  59436584      8576   1741652   3858176     10752     35644    279992
12:57:09 AM 285394792 388674220   2973512      0.75   1571476 101060800 193422424     47.97  44906216  59453800      9364   1756536   3857968     10816     35988    280104
12:57:14 AM 285425228 388705520   2941948      0.75   1571476 101061612 190768332     47.31  44906332  59441984      8540   1743556   3858284     10752     35604    280088
12:57:19 AM 285461812 388744264   2902872      0.74   1571476 101063732 190193472     47.17  44906436  59418028      9364   1717952   3858656     10720     35176    280072
12:57:24 AM 285441720 388725524   2921724      0.74   1571476 101065064 190456924     47.23  44906620  59427060      8140   1726036   3858564     10736     35016    280056
12:57:29 AM 285404636 388691672   2955584      0.75   1571476 101068488 189654432     47.03  44906776  59428320      9388   1724556   3858364     10736     35224    280104
12:57:34 AM 285389884 388676916   2970272      0.75   1571476 101068612 193376680     47.95  44906860  59449616      8492   1745280   3858304     10752     35676    280152
12:57:39 AM 285352248 388640060   3007112      0.76   1571476 101069380 193279004     47.93  44906944  59455392      7644   1750240   3858332     10768     35736    280128
12:57:44 AM 285405912 388696972   2950232      0.75   1571476 101072576 185478840     46.00  44907060  59394556      8856   1686340   3858352     10768     34744    280160
12:57:49 AM 285371084 388664240   2983084      0.76   1571476 101074624 186087184     46.15  44907288  59394188      8820   1684076   3858280     10736     34684    280056
12:57:54 AM 285341568 388635920   3011376      0.76   1571476 101075724 190772384     47.31  44907436  59458028      9996   1746992   3858404     10752     35396    279992
12:57:59 AM 285380352 388676828   2970160      0.75   1571476 101077844 189377944     46.96  44907576  59430532      9100   1717484   3858716     10832     35388    280032
12:58:04 AM 285360180 388657560   2988792      0.76   1571476 101078596 190771476     47.31  44907708  59445788      9080   1732064   3859504     10768     35336    280072
12:58:09 AM 285324352 388623436   3022872      0.77   1571476 101080232 194002896     48.11  44907832  59471832     10100   1756664   3859616     10768     35888    280032
12:58:14 AM 285380080 388681580   2964148      0.75   1571476 101082728 186970668     46.37  44908012  59429920      9856   1712092   3860116     10784     35184    279984
12:58:19 AM 285377276 388680748   2965160      0.75   1571476 101084704 189478596     46.99  44908096  59437844      9528   1719236   3859932     10720     35140    279960
12:58:24 AM 285359348 388664992   2981568      0.76   1571476 101086876 184060172     45.64  44908292  59417288      9548   1695932   3859280     10704     34876    279888
12:58:29 AM 285345176 388651816   2995204      0.76   1571476 101087852 193881660     48.08  44908488  59460472      8796   1738484   3858840     10688     35536    279928
12:58:34 AM 285355724 388663436   2983524      0.76   1571476 101088896 193588944     48.01  44908548  59472052     10244   1749232   3858928     10768     35752    280016
12:58:39 AM 285315200 388624920   3022012      0.77   1571476 101090896 193896540     48.08  44908616  59481540      9840   1756712   3858964     10736     35776    280072
12:58:44 AM 285302332 388613144   3032800      0.77   1571476 101091940 187758412     46.56  44908700  59460528      9580   1735052   3860000     10832     35396    280072
12:58:49 AM 285336020 388649760   2997924      0.76   1571476 101094844 189168240     46.91  44908944  59437360     10164   1708776   3858284     10736     35204    280008
12:58:54 AM 285300000 388614540   3033004      0.77   1571476 101095624 193491876     47.98  44909100  59481020      9112   1752232   3858444     10800     35832    280056
12:58:59 AM 285343800 388661032   2986208      0.76   1571476 101098264 189687252     47.04  44909200  59451136      8004   1719772   3858800     10736     35160    280072
12:59:04 AM 285343580 388662892   2984220      0.76   1571476 101100336 189580684     47.01  44909368  59450680      9292   1716972   3858936     10736     35208    280120
12:59:09 AM 285310980 388631376   3015580      0.76   1571476 101101332 193078148     47.88  44909540  59483316      9816   1748772   3859180     10752     35780    280184
12:59:14 AM 285278772 388601064   3045788      0.77   1571476 101103200 190876012     47.33  44909660  59465784      9764   1729524   3859312     10720     35284    280112
12:59:19 AM 285457348 388782976   2863200      0.73   1571476 101106492 174966812     43.39  44909752  59343160      8580   1603280   3860032     10688     32960    280032
12:59:24 AM 285368708 388695532   2950300      0.75   1571476 101107652 187074212     46.39  44910008  59435252      8984   1695328   3860412     10752     35080    279968
12:59:29 AM 285338552 388666848   2979080      0.75   1571476 101109156 189685620     47.04  44910120  59460056      9332   1718776   3860284     10736     35220    280064
12:59:34 AM 285342340 388672320   2973312      0.75   1571476 101110808 186768680     46.32  44910304  59457912      9032   1714640   3860612     10704     35072    280096
12:59:39 AM 285324248 388655572   2990028      0.76   1571476 101112120 193896036     48.08  44910440  59496220      8972   1751840   3860676     10704     35600    280088
12:59:44 AM 285342932 388675412   2970308      0.75   1571476 101113220 190874768     47.33  44910516  59478352      9796   1732952   3860612     10752     35344    280112
12:59:49 AM 285345848 388682312   2962504      0.75   1571476 101117252 182803320     45.33  44910664  59405124      9068   1656820   3861468     10736     34760    280080
12:59:54 AM 285272040 388608556   3037292      0.77   1571476 101117220 193380312     47.96  44910848  59495664      9084   1746628   3860520     10720     35544    280040
12:59:59 AM 285296768 388635044   3011036      0.76   1571476 101118928 190260832     47.18  44910964  59498056      9280   1747612   3860340     10784     35520    280016
01:00:04 AM 285255860 388596344   3049604      0.77   1571480 101121092 193512708     47.99  44911144  59528176      9924   1775636   3860512     10800     35940    280008
01:00:09 AM 285332676 388674912   2971064      0.75   1571480 101122800 189947952     47.10  44911240  59463760      8748   1709364   3860528     10704     35084    279976
01:00:14 AM 285300152 388643812   3002624      0.76   1571480 101124176 187076972     46.39  44911376  59475004      9744   1719408   3860116     10720     35016    279928
01:00:19 AM 285379552 388727904   2918504      0.74   1571480 101128820 175880292     43.62  44911512  59386696      8848   1626796   3860192     10704     33652    279944
01:00:24 AM 285298592 388645836   3001136      0.76   1571480 101127644 187647012     46.53  44911740  59480632      9692   1722448   3859696     10720     35536    280008
01:00:29 AM 285281060 388630904   3016024      0.76   1571480 101130244 189894900     47.09  44911824  59487316      9500   1726208   3859740     10752     35436    280016
01:00:34 AM 285367552 388719496   2927824      0.74   1571480 101132248 183066180     45.40  44912044  59439920      9316   1677524   3859444     10720     34572    279920
01:00:39 AM 285303064 388655536   2992064      0.76   1571480 101132756 193274412     47.93  44912124  59511904      9104   1748184   3859184     10688     35712    280008
01:00:44 AM 285330568 388684432   2962640      0.75   1571484 101134044 188254916     46.68  44912204  59480772     10032   1716276   3859812     10752     35052    280032
01:00:49 AM 285261512 388617428   3029312      0.77   1571484 101135988 187657896     46.54  44912376  59517056      9252   1750780   3860252     10752     35684    280136
01:00:54 AM 285276332 388633844   3012816      0.76   1571484 101137540 193783344     48.06  44912504  59511152      8560   1743016   3860376     10736     35660    280040
01:00:59 AM 285322728 388681340   2965332      0.75   1571484 101138612 188156664     46.66  44912584  59487640      7920   1718412   3860392     10736     34936    280104
01:01:04 AM 285317312 388680164   2966520      0.75   1571484 101142992 192978364     47.86  44912768  59534048      9492   1761032   3860240     10720     35800    280136
01:01:09 AM 285451028 388815920   2831124      0.72   1571484 101145012 179268576     44.46  44912928  59406556      7888   1631672   3859900     10752     34196    280072
01:01:14 AM 285304100 388668828   2978208      0.75   1571484 101144800 193174300     47.90  44913136  59517720     10120   1743516   3859956     10784     35692    280136
01:01:19 AM 285322184 388689568   2957788      0.75   1571484 101147476 189505344     46.99  44913272  59518908      9064   1733892   3859616     10800     35384    280056
01:01:24 AM 285287272 388656028   2989700      0.76   1571484 101148796 190671716     47.28  44913348  59533676     10320   1755400   3861296     10864     35956    280128
01:01:29 AM 285316724 388686140   2961556      0.75   1571484 101149376 190270732     47.18  44913440  59515028      9184   1736444   3859408     10800     35320    280136
01:01:34 AM 285286472 388658880   2988868      0.76   1571484 101152368 189687696     47.04  44913576  59501084      9828   1719752   3859356     10752     35752    280072
01:01:39 AM 285295536 388669376   2977284      0.75   1571484 101153788 190463524     47.23  44913740  59513892      9596   1731416   3860456     10736     35100    280072
01:01:44 AM 285252524 388627452   3018544      0.76   1571484 101154868 190614200     47.27  44913964  59535108      8540   1751688   3861128     10864     36052    280088
01:01:49 AM 285293552 388670736   2975220      0.75   1571484 101157176 190411116     47.22  44914060  59511872     10056   1725924   3861116     10784     35324    280024
01:01:54 AM 285280648 388659412   2986464      0.76   1571484 101158692 190301900     47.19  44914172  59506184      9056   1719124   3861260     10784     35344    280040
01:01:59 AM 285303548 388684000   2961852      0.75   1571484 101160492 193805152     48.06  44914316  59552728     11276   1763840   3861172     10784     35900    280048
01:02:04 AM 285295996 388677824   2968472      0.75   1571484 101161852 193789620     48.06  44914488  59538608      9332   1748628   3860744     10752     35628    279992
01:02:09 AM 285410972 388797244   2849120      0.72   1571484 101166268 176259476     43.71  44914536  59423580     10620   1629140   3860704     10784     33884    279984
01:02:14 AM 285368232 388754548   2892860      0.73   1571484 101166264 187483328     46.49  44914836  59505856      8568   1711768   3859708     10736     35008    279976
01:02:19 AM 285345920 388732828   2914140      0.74   1571484 101166852 190974884     47.36  44914900  59542856     10460   1747788   3860152     10784     35420    280224
01:02:24 AM 285386572 388776192   2870432      0.73   1571484 101169488 186769156     46.32  44914988  59499988      9864   1702824   3860572     10816     35160    280176
01:02:29 AM 285315352 388705664   2940788      0.74   1571484 101170160 193589976     48.01  44915144  59551948     10268   1754168   3860764     10768     35644    280104
01:02:34 AM 285299216 388691320   2955512      0.75   1571484 101171956 193608208     48.01  44915328  59554096      9672   1754880   3860380     10848     35928    280120
01:02:39 AM 285347984 388742880   2902604      0.74   1571484 101174732 186328316     46.21  44915388  59488292      9780   1684900   3861744     10816     34804    280080
01:02:44 AM 285333080 388728520   2918300      0.74   1571484 101175188 190662912     47.28  44915520  59537304      8264   1735180   3860496     10768     35344    280024
01:02:49 AM 285361560 388760948   2886168      0.73   1571484 101179068 186397544     46.22  44915704  59497752      9444   1691724   3860268     10800     34852    279920
01:02:54 AM 285249476 388648572   2998276      0.76   1571484 101178676 190989492     47.36  44915876  59564584      9332   1758244   3860636     10848     35732    280048
01:02:59 AM 285211472 388612328   3034408      0.77   1571484 101180436 193585168     48.01  44916020  59555788      8340   1748776   3860748     10800     35800    280080
01:03:04 AM 285224568 388627100   3019400      0.76   1571484 101182092 193894644     48.08  44916136  59561024      9168   1752480   3861004     10800     35756    280032
01:03:09 AM 285225436 388629140   3017708      0.76   1571484 101183252 193277312     47.93  44916220  59558104      8940   1748440   3860668     10800     35640    280008
01:03:14 AM 285233496 388638828   3007688      0.76   1571484 101184892 193375476     47.95  44916332  59560724      8728   1749588   3860988     10752     35588    280072
01:03:19 AM 285273332 388681828   2964508      0.75   1571484 101188040 189130144     46.90  44916488  59535948      9336   1721920   3861184     10800     34860    280064
01:03:24 AM 285289592 388701040   2945212      0.75   1571484 101190912 180140960     44.67  44916744  59467480      7244   1650588   3861348     10768     34048    279944
01:03:29 AM 285218880 388630724   3016184      0.76   1571484 101191268 193590124     48.01  44916932  59565612      9196   1748540   3860732     10832     35652    280000
01:03:34 AM 285238628 388652212   2994252      0.76   1571484 101192948 190368004     47.21  44917056  59568052      9828   1749632   3861236     10816     35540    280032
01:03:39 AM 285256860 388672364   2974080      0.75   1571484 101194868 189999500     47.12  44917108  59545948      9444   1726060   3861256     10784     35088    280072
01:03:44 AM 285262736 388678576   2967452      0.75   1571484 101195220 193688196     48.03  44917164  59572424     10116   1751728   3861656     10784     35656    280072
01:03:49 AM 285261760 388680036   2966352      0.75   1571484 101197608 191078328     47.38  44917328  59551496      8388   1728468   3861344     10816     35596    280032
01:03:54 AM 285260404 388680840   2966008      0.75   1571484 101199772 189891860     47.09  44917508  59545116      8732   1719908   3860880     10832     35340    280112
01:03:59 AM 285217484 388639348   3007808      0.76   1571484 101201216 189694216     47.04  44917648  59550976      7600   1724548   3860556     10832     35420    280088
01:04:04 AM 285265196 388689864   2957684      0.75   1571484 101203756 189748820     47.06  44917888  59544484      9884   1715844   3860428     10832     35376    280032
01:04:09 AM 285226804 388652972   2994204      0.76   1571484 101205256 190675948     47.29  44917984  59569076      9452   1739052   3860800     10832     35268    280064
01:04:14 AM 285208936 388636448   3010832      0.76   1571484 101206604 193896528     48.08  44918064  59590468     10200   1759684   3860692     10784     35656    280024
01:04:19 AM 285254196 388684956   2962288      0.75   1571484 101209724 180065424     44.65  44918188  59512332      8832   1678120   3860856     10896     35148    280096
01:04:24 AM 285237008 388668808   2978732      0.75   1571484 101210740 187440808     46.48  44918360  59561768      9600   1726816   3860584     10768     34532    280008
01:04:29 AM 285189680 388623028   3024192      0.77   1571484 101212116 187655312     46.54  44918532  59582392      8420   1746188   3861076     10768     35528    279944
01:04:34 AM 285172092 388607764   3039308      0.77   1571484 101214404 193699708     48.03  44918748  59593180      8648   1754820   3861260     10912     36068    280032
01:04:39 AM 285177060 388614224   3032320      0.77   1571484 101215748 190768336     47.31  44918840  59566964      9380   1726856   3861936     10816     35792    279944
01:04:44 AM 285184448 388623596   3022528      0.77   1571484 101217724 189795244     47.07  44918952  59570536      9216   1728980   3862364     10832     35388    280064
01:04:49 AM 285187384 388628052   3018188      0.76   1571484 101219244 190669856     47.28  44919156  59591008      9040   1748204   3862248     10784     35588    280056
01:04:54 AM 285179640 388622628   3023764      0.77   1571484 101221564 193693764     48.03  44919320  59598932      9664   1754520   3862096     10832     35892    280080
01:04:59 AM 285223568 388667352   2979060      0.75   1571484 101222364 187753836     46.56  44919392  59571296      8848   1725676   3862072     10832     35440    280112
01:05:04 AM 285224336 388669972   2976828      0.75   1571484 101224148 190977208     47.36  44919512  59593972      9032   1746624   3861752     10832     35968    280096
01:05:09 AM 285204288 388651152   2995792      0.76   1571484 101225396 193579508     48.01  44919620  59593228      8708   1744544   3861588     10800     35568    280104
01:05:14 AM 285190472 388639664   3007724      0.76   1571484 101227708 190886888     47.34  44919804  59606220      8808   1755764   3861160     10864     35576    280056
01:05:19 AM 285223348 388674524   2972812      0.75   1571484 101229720 186659724     46.29  44919904  59563812      9904   1711352   3861184     10832     34876    280064
01:05:24 AM 285177344 388630324   3017140      0.76   1571484 101231436 190303300     47.19  44920056  59580636      9252   1726056   3861144     10848     35904    280096
01:05:29 AM 285170500 388625392   3021444      0.77   1571484 101233300 189587272     47.02  44920188  59579068      9692   1723296   3861820     10912     35456    280128
01:05:34 AM 285279632 388735828   2911676      0.74   1571488 101234484 182117928     45.16  44920288  59542748      8716   1685724   3861268     10816     34672    280008
01:05:39 AM 285231288 388689052   2958440      0.75   1571488 101235984 193382800     47.96  44920488  59603500     10080   1745384   3861348     10848     35624    280064
01:05:44 AM 285183812 388643400   3004236      0.76   1571488 101237808 193493456     47.98  44920624  59614340      9588   1754424   3861204     10896     35896    280168
01:05:49 AM 285185608 388647224   2999520      0.76   1571488 101239900 190568868     47.26  44920712  59597424      9396   1735468   3862032     10608     35292    280136
01:05:54 AM 285156736 388621540   3025852      0.77   1571488 101243080 193499356     47.99  44920844  59634876     10704   1769840   3861392     10880     36164    280136
01:05:59 AM 285243044 388708620   2938832      0.74   1571488 101243764 189684428     47.04  44921032  59589844      8740   1724424   3861420     10816     35128    280088
01:06:04 AM 285160836 388627388   3019992      0.76   1571488 101244708 193398612     47.96  44921128  59630140      9540   1763952   3861524     10832     35716    280096
01:06:09 AM 285214168 388683200   2964280      0.75   1571488 101247192 181138532     44.92  44921232  59576708      8260   1705620   3861420     10784     34688    279992
01:06:14 AM 285168676 388638648   3008400      0.76   1571488 101248092 193893668     48.08  44921468  59618912      8544   1749664   3861892     10832     35540    279992
01:06:19 AM 285183016 388655620   2991376      0.76   1571488 101250712 193589652     48.01  44921572  59630928     10312   1759108   3861956     10800     35776    280040
01:06:24 AM 285164492 388637520   3008656      0.76   1571492 101251100 190953144     47.35  44921692  59620176      9540   1748004   3862808     10880     35812    280072
01:06:29 AM 285165452 388640216   3005736      0.76   1571492 101252836 191113844     47.39  44921800  59628196      8144   1754380   3863032     10848     35508    280088
01:06:34 AM 285191024 388667864   2977792      0.75   1571496 101254844 184367312     45.72  44921956  59583820      8204   1708800   3863392     10848     34612    280096
01:06:39 AM 285263772 388743764   2901560      0.73   1571496 101257932 179678820     44.56  44922084  59507216      7828   1628548   3863788     10816     33692    280088
01:06:44 AM 285159184 388641352   3003952      0.76   1571496 101259892 190162512     47.16  44922308  59618072      8400   1737784   3864024     10864     35464    280088
01:06:49 AM 285200340 388683700   2962288      0.75   1571496 101261044 186982856     46.37  44922460  59604556      7952   1723372   3863380     10832     34964    280040
01:06:54 AM 285236108 388721204   2925396      0.74   1571496 101262668 189354812     46.96  44922592  59588484      8420   1705880   3862880     10784     34880    280008
01:06:59 AM 285211580 388697580   2948844      0.75   1571496 101263524 193686904     48.03  44922700  59636888      9836   1753480   3863104     10800     35752    279960
01:07:04 AM 285186668 388674716   2971652      0.75   1571496 101265524 193291704     47.93  44922776  59648028     11080   1762724   3863208     10896     35976    280240
01:07:09 AM 285225592 388714996   2931176      0.74   1571496 101266884 184163888     45.67  44922892  59589728      8124   1703020   3863400     10832     35432    280192
01:07:14 AM 285260452 388752056   2894548      0.73   1571496 101269032 184629460     45.79  44923108  59617756      8276   1728652   3863020     10768     34828    280104
01:07:19 AM 285211564 388705572   2940596      0.74   1571496 101271232 185085576     45.90  44923332  59624120      8600   1733028   3863660     10816     35116    280120
01:07:24 AM 285182364 388677692   2968444      0.75   1571496 101272552 193994988     48.11  44923428  59644752      8884   1753656   3863692     10752     35740    280152
01:07:29 AM 285214368 388711780   2934232      0.74   1571496 101274640 186656984     46.29  44923528  59587072      8516   1693308   3863812     10784     34816    280208
01:07:34 AM 285157640 388657360   2988944      0.76   1571496 101276896 189480996     46.99  44923720  59615032      9788   1719340   3863572     10784     35240    280184
01:07:39 AM 285129876 388631244   3015208      0.76   1571496 101278484 193293608     47.93  44923872  59655244     10040   1758500   3863484     10848     35980    280112
01:07:44 AM 285201808 388704692   2941948      0.75   1571496 101279972 190567388     47.26  44924008  59631672      8976   1732888   3863324     10784     35516    280016
01:07:49 AM 285192212 388697228   2949292      0.75   1571496 101282044 193707400     48.04  44924212  59662012      8872   1761580   3863504     10864     36044    280112
01:07:54 AM 285173992 388680708   2965988      0.75   1571496 101283744 193891628     48.08  44924280  59657008      8632   1754804   3863328     10768     35764    280040
01:07:59 AM 285215636 388725932   2920768      0.74   1571496 101287156 182487888     45.25  44924408  59559876     10116   1654480   3863492     10848     34316    280208
01:08:04 AM 285139136 388649128   2997128      0.76   1571496 101286816 190668884     47.28  44924544  59637304      8852   1732204   3863972     10784     35372    280168
01:08:09 AM 285115724 388627660   3018388      0.76   1571496 101288596 190885100     47.34  44924704  59666640      8732   1758452   3864344     11040     35784    280208
01:08:14 AM 285136692 388651028   2994924      0.76   1571496 101290852 193685556     48.03  44924864  59657216      9012   1748576   3864584     10752     35700    279992
01:08:19 AM 285140852 388657360   2988700      0.76   1571496 101292988 193178924     47.91  44925036  59664784      8776   1754088   3864512     10768     35736    279992
01:08:24 AM 285127704 388645956   2999800      0.76   1571496 101294488 184627908     45.79  44925196  59654012      8728   1742136   3865060     10768     35180    280088
01:08:29 AM 285095328 388615888   3029572      0.77   1571496 101296672 193375668     47.95  44925332  59662544     10140   1748484   3865480     10720     35660    280088
