Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

12:11:04 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
04:00:59 AM 281977684 388218996   3416428      0.87   1571616 103967468 197894680     49.08  46617840  61049812       432   2157176   3925352     10928     48768    280368
04:01:04 AM 281970168 388212132   3423264      0.87   1571616 103968020 198609868     49.25  46617952  61014764       316   2120996   3925480     10912     48692    280368
04:01:09 AM 281973452 388215532   3419860      0.87   1571616 103968136 198304616     49.18  46617960  61019096       620   2125808   3925484     10912     48608    280320
04:01:14 AM 281971856 388214268   3420968      0.87   1571616 103968408 198274292     49.17  46617952  61024940       500   2131216   3925700     10928     48624    280352
04:01:19 AM 281976728 388219412   3415896      0.87   1571616 103968696 198365596     49.19  46618128  61002824      1384   2109140   3925612     10960     48500    280376
04:01:24 AM 281992484 388235736   3399600      0.86   1571616 103969192 198264048     49.17  46618184  61010928      1048   2116796   3925656     10896     48612    280272
04:01:29 AM 281986664 388230296   3404924      0.86   1571616 103969488 198493664     49.22  46618188  61015688       740   2121228   3925856     10928     48660    280320
04:01:34 AM 281991524 388235260   3400008      0.86   1571616 103969592 198167232     49.14  46618240  61006548       612   2111960   3925808     10912     48384    280384
04:01:39 AM 281987304 388231508   3403856      0.86   1571616 103969976 198086580     49.12  46618248  61019892       740   2124968   3925796     10928     48700    280424
04:01:44 AM 282004480 388249260   3386080      0.86   1571616 103970552 198396608     49.20  46618256  61023264       876   2127828   3925820     10896     48624    280464
04:01:49 AM 281999840 388244864   3390520      0.86   1571616 103970664 198426204     49.21  46618368  61018676      1608   2122644   3925908     10944     48684    280424
04:01:54 AM 281995636 388240788   3394676      0.86   1571616 103970792 198401964     49.20  46618364  61025004       592   2129544   3925828     10880     48884    280432
04:01:59 AM 281996056 388241512   3394192      0.86   1571616 103971080 197889496     49.07  46618364  61026988      1548   2130952   3925604     10880     48580    280400
04:02:04 AM 281988704 388234292   3401476      0.86   1571616 103971212 198615504     49.25  46618360  61030992       504   2134984   3925540     10880     48632    280432
04:02:09 AM 281992784 388238732   3397028      0.86   1571616 103971584 198618416     49.25  46618380  61032620      1516   2136084   3925536     11008     48676    280448
04:02:14 AM 281999896 388246008   3389796      0.86   1571616 103971736 198534900     49.23  46618372  61044520       596   2148076   3925504     10928     48912    280440
04:02:19 AM 282010660 388256900   3378932      0.86   1571616 103971864 198423420     49.21  46618372  61045644       360   2149024   3925476     10880     48656    280352
04:02:24 AM 281984312 388230700   3404920      0.86   1571616 103972140 198323288     49.18  46618368  61076088       212   2178968   3925560     10864     48652    280432
04:02:29 AM 282017904 388264432   3371184      0.85   1571616 103972284 198541700     49.24  46618372  61048704       584   2151480   3925560     10880     48688    280384
04:02:34 AM 282024460 388271400   3364260      0.85   1571616 103972692 199269368     49.42  46618372  61052784       212   2155264   3925520     10880     48688    280312
04:02:39 AM 282028472 388275828   3359820      0.85   1571616 103973120 198866064     49.32  46618384  61058980      1064   2160852   3925520     10912     48796    280360
04:02:44 AM 282044604 388292092   3343656      0.85   1571616 103973244 198343696     49.19  46618428  61086032       664   2188020   3925428     10864     48764    280320
04:02:49 AM 282074032 388321672   3314116      0.84   1571616 103973392 198579156     49.25  46618448  61067940       664   2169844   3925392     10928     48936    280376
04:02:54 AM 282054508 388302268   3333312      0.84   1571620 103973508 198686860     49.27  46618444  61072128      1732   2173876   3925600     10928     48964    280384
04:02:59 AM 282045748 388293616   3342004      0.85   1571620 103973616 198477896     49.22  46618440  61068812       644   2170452   3925560     10880     48876    280408
04:03:04 AM 282045652 388293624   3341980      0.85   1571620 103973880 198165220     49.14  46618444  61068688      1548   2170056   3925416     10864     48844    280432
04:03:09 AM 282071708 388319836   3315792      0.84   1571620 103974036 197867116     49.07  46618440  61072524       644   2173708   3925392     10848     48740    280352
04:03:14 AM 282067336 388315600   3320032      0.84   1571620 103974168 198537132     49.23  46618440  61113036       524   2214024   3925392     10848     48828    280368
04:03:19 AM 282096416 388344672   3290808      0.83   1571620 103974328 198603052     49.25  46618448  61083276       584   2184308   3925376     10832     48884    280400
04:03:24 AM 282091160 388339816   3295700      0.83   1571620 103974724 198916668     49.33  46618448  61087748       420   2188348   3925344     10832     48868    280384
04:03:29 AM 282053468 388302288   3333240      0.84   1571620 103974892 198503524     49.23  46618448  61120492       564   2220832   3925328     10832     48864    280256
04:03:34 AM 282114524 388364128   3271404      0.83   1571620 103975680 194375616     48.20  46618452  61082172       404   2181756   3925320     10800     48268    280288
04:03:39 AM 282091764 388341160   3293996      0.83   1571620 103975448 198567960     49.24  46618504  61119116      1268   2218976   3925720     10816     48788    280336
04:03:44 AM 282120792 388370348   3264808      0.83   1571620 103975608 198307652     49.18  46618508  61091412       372   2191264   3925720     10848     48864    280320
04:03:49 AM 282120148 388369880   3264932      0.83   1571620 103975768 198827032     49.31  46618500  61094716      1192   2194232   3926080     10832     48856    280272
04:03:54 AM 282090840 388341156   3293672      0.83   1571620 103976360 198411320     49.20  46618516  61128252       700   2227296   3926056     10832     48908    280296
04:03:59 AM 282087980 388338380   3296536      0.83   1571620 103976500 198426240     49.21  46618628  61095244      1192   2194228   3925912     10896     49140    280360
04:04:04 AM 282054156 388304860   3330100      0.84   1571620 103976800 198501560     49.23  46618684  61116076        68   2214720   3925872     10816     48892    280304
04:04:09 AM 282064136 388315136   3320000      0.84   1571620 103977096 195666644     48.52  46618784  61076808       564   2175344   3925696     10800     48596    280304
04:04:14 AM 282040576 388292144   3342988      0.85   1571620 103977668 198510436     49.23  46618800  61083928      1072   2181812   3925696     10816     48760    280256
04:04:19 AM 282028528 388280264   3354916      0.85   1571620 103977836 198420604     49.21  46618800  61092364       384   2190068   3925648     10816     48828    280288
04:04:24 AM 282004372 388256916   3378308      0.86   1571620 103978608 198300644     49.18  46618856  61085100      1368   2182056   3925640     10784     48664    280368
04:04:29 AM 281992216 388244720   3390676      0.86   1571620 103978568 197902060     49.08  46618920  61086916      1148   2184016   3925468     10832     48828    280344
04:04:34 AM 281996944 388250204   3385268      0.86   1571620 103979260 198501392     49.23  46619028  61077020      2260   2173544   3925456     10832     48824    280240
04:04:39 AM 282018804 388272356   3362964      0.85   1571620 103979552 198570964     49.24  46619136  61061184      1084   2157664   3925608     10848     48656    280272
04:04:44 AM 282001704 388255572   3379700      0.86   1571620 103979840 198486732     49.22  46619148  61069832      1724   2165912   3925684     10880     48828    280272
04:04:49 AM 282019000 388272916   3362376      0.85   1571620 103979896 195245968     48.42  46619152  61050780       636   2147004   3925656     10880     48440    280272
04:04:54 AM 282012368 388267308   3368000      0.85   1571620 103980944 195754564     48.54  46619224  61046104      1832   2140596   3925616     11200     48212    280384
04:04:59 AM 282038868 388293968   3341360      0.85   1571620 103981088 191385496     47.46  46619380  60987716      1216   2082824   3925612     10816     47540    280272
04:05:04 AM 281983416 388240036   3395408      0.86   1571620 103982608 194733048     48.29  46619500  61045852      2232   2139628   3925496     10912     48552    280336
04:05:09 AM 281993252 388250168   3385244      0.86   1571620 103982880 194820432     48.31  46619612  61040812      1552   2134480   3925552     10912     48572    280376
04:05:14 AM 281927772 388204624   3430396      0.87   1571620 104002740 198823396     49.31  46619576  61100340     17256   2174128   3926020     11040     49516    280264
04:05:19 AM 281881668 388140344   3495436      0.89   1571624 103983076 198891856     49.32  46495196  61248164     31528   2216560   3926744     10912     49204    280176
04:05:24 AM 282016612 388178748   3456668      0.88   1571624 103888432 195649220     48.52  46497076  61056884     31704   2121480   3925212     10912     48960    280320
04:05:29 AM 281891428 388148956   3486752      0.88   1571624 103983620 198003968     49.10  46523232  61170980    127056   2167436   3925124     10864     49020    280304
04:05:34 AM 282039932 388297848   3338052      0.85   1571624 103984012 185434172     45.99  46523220  61021752    126780   2017744   3924928     10720     46492    280224
04:05:39 AM 281973848 388231792   3403944      0.86   1571624 103984112 192283476     47.68  46523340  61086152    125008   2082404   3925020     10784     47440    280224
04:05:44 AM 281967616 388225668   3410060      0.86   1571624 103984220 193041464     47.87  46523336  61090976     94576   2086892   3925028     10784     47416    280272
04:05:49 AM 281975572 388233624   3402136      0.86   1571624 103984380 192289860     47.69  46523340  61093972      1876   2089804   3924836     10784     47348    280272
04:05:54 AM 281990260 388248568   3387092      0.86   1571624 103984636 192185944     47.66  46523400  61093968      2072   2089608   3924936     10784     47460    280288
04:05:59 AM 282000180 388259016   3376760      0.86   1571624 103985164 192810812     47.81  46523516  61113872      2588   2108584   3924820     10992     47548    280256
04:06:04 AM 282051700 388310488   3325460      0.84   1571624 103985312 191978780     47.61  46523512  61092856      2380   2087752   3924452     10832     47508    280280
04:06:09 AM 282029292 388288220   3347624      0.85   1571624 103985456 192080616     47.63  46523520  61097140       460   2092144   3924552     10800     47484    280240
04:06:14 AM 282043916 388303124   3332688      0.84   1571624 103985728 192195220     47.66  46523512  61103848       348   2098512   3924592     10832     47448    280320
04:06:19 AM 282073544 388332884   3302976      0.84   1571624 103985860 192406108     47.71  46523516  61105948       196   2100460   3924544     10816     47428    280288
04:06:24 AM 282076636 388336148   3299584      0.84   1571624 103986024 192720636     47.79  46523524  61109716       192   2104032   3924680     10832     47512    280248
04:06:29 AM 282063572 388323224   3312516      0.84   1571624 103986168 191978376     47.61  46523528  61116556       644   2110648   3924668     10880     47608    280264
04:06:34 AM 282099296 388359344   3276288      0.83   1571624 103986560 192421004     47.72  46523580  61114604      1904   2108444   3924780     10864     47616    280224
04:06:39 AM 282104496 388364692   3271016      0.83   1571624 103986704 193042604     47.87  46523580  61115652       528   2109332   3924708     10832     47452    280256
04:06:44 AM 282046580 388306932   3328756      0.84   1571624 103986860 192531564     47.75  46523584  61154252      1660   2147732   3924728     10864     47528    280328
04:06:49 AM 282076908 388337508   3298156      0.84   1571624 103987108 192647616     47.77  46523580  61127052       608   2120268   3924752     10816     47500    280224
04:06:54 AM 282052880 388313892   3321760      0.84   1571624 103987520 192745396     47.80  46523592  61160108       704   2152956   3924764     11056     47696    280240
04:06:59 AM 282076976 388338400   3297140      0.84   1571624 103987928 192560584     47.75  46523580  61136136       604   2128620   3924880     10784     47484    280320
04:07:04 AM 282051800 388313360   3322196      0.84   1571624 103988064 192451436     47.73  46523580  61166156       360   2158304   3924864     10848     47420    280336
04:07:09 AM 282061824 388323768   3311740      0.84   1571624 103988448 193293940     47.93  46523592  61142584      1100   2134476   3924912     10896     47692    280312
04:07:14 AM 282086244 388348360   3287160      0.83   1571624 103988616 191957704     47.60  46523588  61142612       500   2134336   3924904     10848     47492    280256
04:07:19 AM 282098476 388360736   3274664      0.83   1571624 103988756 193000892     47.86  46523588  61149956      1496   2141668   3925028     10832     47568    280224
04:07:24 AM 282092944 388355480   3280136      0.83   1571624 103989032 192275932     47.68  46523592  61183064       372   2174392   3924812     10816     47632    280224
04:07:29 AM 282110344 388373436   3262140      0.83   1571624 103989588 192903892     47.84  46523644  61151740      1700   2142656   3924852     10832     47564    280304
04:07:34 AM 282077304 388340648   3294948      0.83   1571624 103989840 192165556     47.65  46523712  61177184       388   2167856   3924832     10864     47736    280344
04:07:39 AM 282091556 388355208   3280320      0.83   1571624 103990144 192698932     47.79  46523700  61153280       708   2143272   3924904     11200     47832    280352
04:07:44 AM 282081904 388345872   3289568      0.83   1571624 103990428 192283756     47.68  46523764  61149412       408   2139560   3925024     10864     47628    280360
04:07:49 AM 282089252 388353372   3282092      0.83   1571624 103990576 192593348     47.76  46523768  61151140       224   2141140   3925004     10832     47604    280288
04:07:54 AM 282076632 388341080   3294596      0.83   1571624 103990860 192185736     47.66  46523768  61153712       180   2143376   3924836     10816     47548    280384
04:07:59 AM 282064836 388329420   3306260      0.84   1571624 103990996 191971952     47.61  46523768  61185972       448   2175432   3924832     10816     47612    280336
04:08:04 AM 282085552 388350576   3285100      0.83   1571624 103991304 192186004     47.66  46523820  61149752       468   2139112   3924968     10816     47504    280304
04:08:09 AM 282081164 388346352   3289332      0.83   1571624 103991468 192601688     47.76  46523832  61155124       636   2144272   3924960     10832     47644    280320
04:08:14 AM 282056452 388322108   3313508      0.84   1571624 103991768 192660376     47.78  46523828  61168720      1676   2157636   3925196     10864     47788    280376
04:08:19 AM 282008864 388274696   3360992      0.85   1571624 103991940 192103232     47.64  46523836  61200472       740   2189240   3925128     10864     47836    280376
04:08:24 AM 282051700 388317840   3317732      0.84   1571624 103992248 192104016     47.64  46523880  61162392      1140   2150780   3925244     10960     47528    280384
04:08:29 AM 282048292 388315996   3319468      0.84   1571624 103993768 192193292     47.66  46524004  61159516      1912   2146680   3925396     10848     47620    280304
04:08:34 AM 282068676 388335856   3299664      0.84   1571624 103993244 192389276     47.71  46524112  61149588      1044   2137360   3925340     10848     47672    280288
04:08:39 AM 282017324 388285128   3350152      0.85   1571624 103993928 191950100     47.60  46524124  61155924      1048   2142944   3925520     10832     47628    280352
04:08:44 AM 282048212 388316088   3319012      0.84   1571624 103993964 189534588     47.00  46524288  61112600      1384   2099784   3925736     10848     47496    280408
04:08:49 AM 281985072 388253848   3381520      0.86   1571624 103994860 192452856     47.73  46524348  61165628      1212   2151396   3925472     10832     47524    280336
04:08:54 AM 282003948 388273524   3361936      0.85   1571624 103995664 192488104     47.73  46524468  61132460      1860   2118148   3925376     10864     47608    280392
04:08:59 AM 282076884 388346884   3288484      0.83   1571624 103996092 188926256     46.85  46524572  61082148      1128   2067424   3925464     10816     46820    280416
04:09:04 AM 282015304 388284844   3350280      0.85   1571624 103995632 189914156     47.10  46524684  61113468       772   2099372   3925708     10832     47352    280472
04:09:09 AM 282007912 388277732   3357544      0.85   1571624 103995912 192120076     47.64  46524688  61120992      1080   2106744   3925556     10816     47548    280352
04:09:14 AM 281993440 388263392   3371884      0.85   1571624 103996040 192019356     47.62  46524684  61124112       456   2109692   3925560     10848     47604    280320
04:09:19 AM 282004792 388275912   3359220      0.85   1571624 103997100 192229060     47.67  46524696  61126988      2328   2111476   3925812     10800     47472    280224
04:09:24 AM 282021464 388292268   3342612      0.85   1571624 103996784 192811312     47.81  46524812  61120636       760   2105488   3926064     10880     47608    280288
04:09:29 AM 282017788 388288776   3346248      0.85   1571624 103996980 192416108     47.72  46524864  61113796       696   2098516   3925908     11104     47496    280304
04:09:34 AM 281998872 388270440   3364604      0.85   1571624 103997588 191706192     47.54  46524872  61124292       832   2108508   3925860     10864     47548    280320
04:09:39 AM 282010704 388282464   3352412      0.85   1571624 103997796 192604116     47.76  46525024  61106352       660   2090316   3926012     10832     47456    280288
04:09:44 AM 281976048 388248204   3386776      0.86   1571624 103998212 189229348     46.93  46525128  61152868       784   2136568   3925888     10832     47088    280224
04:09:49 AM 282045520 388318120   3316972      0.84   1571624 103998640 192057004     47.63  46525248  61090112       632   2073508   3925792     10816     47168    280256
04:09:54 AM 282033728 388306864   3328276      0.84   1571628 103999176 192475252     47.73  46525316  61093636       472   2076608   3925740     10816     47412    280176
04:09:59 AM 282024488 388297764   3337360      0.85   1571628 103999316 192073352     47.63  46525320  61100288       664   2083264   3925756     10816     47404    280176
04:10:04 AM 281990252 388263652   3371408      0.85   1571628 103999436 192588164     47.76  46525320  61138192      1624   2120912   3925824     10832     47532    280272
04:10:09 AM 282026164 388299816   3335272      0.84   1571628 103999692 192395272     47.71  46525316  61109940       568   2092528   3925792     10832     47416    280320
04:10:14 AM 282032404 388306180   3329096      0.84   1571628 103999812 192514408     47.74  46525320  61116012      1592   2098340   3925608     10848     47416    280272
04:10:19 AM 282022940 388296852   3338424      0.85   1571628 103999948 192423532     47.72  46525324  61125028       592   2106968   3925608     10880     47576    280312
04:10:24 AM 282066372 388340428   3294936      0.83   1571628 104000088 192322844     47.69  46525324  61126980       836   2109220   3925524     11104     47616    280424
04:10:29 AM 282015996 388290244   3345120      0.85   1571628 104000344 192418240     47.72  46525328  61161096       744   2143184   3925460     10848     47612    280416
04:10:34 AM 282044972 388319340   3316128      0.84   1571628 104000472 192328356     47.69  46525324  61133216       396   2115052   3925348     10848     47540    280400
04:10:39 AM 282048424 388322948   3312528      0.84   1571628 104000628 192637740     47.77  46525332  61134092       468   2115544   3925340     10848     47492    280400
04:10:44 AM 282059404 388334076   3301392      0.84   1571628 104000768 192126136     47.64  46525332  61138108       404   2119468   3925356     10864     47660    280368
04:10:49 AM 282039072 388314020   3321512      0.84   1571628 104001044 192327612     47.69  46525332  61169556       844   2150156   3925292     10896     47660    280464
04:10:54 AM 282079896 388355004   3280640      0.83   1571628 104001204 192871192     47.83  46525332  61146328       352   2127292   3925180     10880     47620    280448
04:10:59 AM 282077532 388353064   3282356      0.83   1571628 104001624 192874828     47.83  46525332  61151524      1368   2132048   3925408     10880     47532    280432
04:11:04 AM 282083792 388359472   3276116      0.83   1571628 104001780 192672880     47.78  46525336  61153376       448   2133684   3925232     10896     47548    280416
04:11:09 AM 282078616 388354232   3281096      0.83   1571628 104001924 192581820     47.76  46525340  61159840      1504   2140084   3925284     10912     47696    280440
04:11:14 AM 282088836 388364760   3270340      0.83   1571628 104002228 192685840     47.78  46525396  61158372       332   2138528   3925516     10864     47612    280368
04:11:19 AM 282096932 388373008   3261600      0.83   1571628 104002376 192070272     47.63  46525388  61160092       864   2140100   3926012     11024     47524    280416
04:11:24 AM 282096028 388372512   3262404      0.83   1571628 104002784 192271528     47.68  46525456  61157052       164   2136564   3925704     10864     47528    280400
04:11:29 AM 282062240 388338876   3296008      0.83   1571628 104002936 192576848     47.76  46525456  61191912        68   2171268   3925736     10816     47652    280320
04:11:34 AM 282058312 388335476   3299440      0.84   1571628 104003472 191985620     47.61  46525468  61169744       172   2148500   3925696     10848     47688    280360
04:11:39 AM 282045844 388323176   3311696      0.84   1571628 104003632 192672580     47.78  46525572  61187220       796   2166068   3925748     10816     47576    280272
04:11:44 AM 282060680 388338156   3296652      0.83   1571628 104003776 192175692     47.66  46525568  61160348      1692   2139012   3925812     10816     47556    280320
04:11:49 AM 282057012 388334636   3300220      0.84   1571628 104003924 192179108     47.66  46525572  61163604       644   2142032   3925764     10816     47548    280272
04:11:54 AM 282055680 388333596   3301108      0.84   1571628 104004212 191974896     47.61  46525576  61166724      1608   2145272   3925920     10768     47608    280368
04:11:59 AM 282070512 388348696   3285892      0.83   1571632 104004472 192591552     47.76  46525640  61164240       884   2142208   3926040     10816     47704    280288
04:12:04 AM 282092552 388370748   3263540      0.83   1571636 104004480 190070220     47.13  46525376  61138876      1704   2116636   3926340     10800     47136    280256
04:12:09 AM 282057860 388336356   3297992      0.84   1571636 104004776 192189480     47.66  46525404  61168048       856   2145516   3926284     10832     47744    280232
04:12:14 AM 282086352 388365408   3269032      0.83   1571636 104005340 192771732     47.80  46525568  61157056      1532   2134292   3926188     10832     47728    280208
04:12:19 AM 282073824 388353248   3281320      0.83   1571636 104005772 192570488     47.75  46525624  61148316      1932   2125012   3925996     10848     47604    280352
04:12:24 AM 282050476 388330052   3304552      0.84   1571636 104005920 192473632     47.73  46525632  61155912       448   2132456   3925964     10816     47612    280336
04:12:29 AM 282023516 388303396   3330844      0.84   1571636 104006224 192266816     47.68  46525680  61153704       900   2130112   3926328     10864     47628    280312
04:12:34 AM 282028360 388308508   3325868      0.84   1571636 104006488 189645500     47.03  46525744  61145152       676   2121324   3926196     10848     47480    280328
04:12:39 AM 282023652 388304224   3330144      0.84   1571636 104006908 191984172     47.61  46525804  61146644       692   2122308   3926208     10848     47556    280304
04:12:44 AM 282012948 388293672   3340768      0.85   1571636 104007060 192571188     47.76  46525800  61151052       272   2126664   3926136     10848     47528    280272
04:12:49 AM 282022872 388304300   3330096      0.84   1571636 104007740 192564036     47.75  46525916  61146336      1072   2121428   3926204     10880     47640    280392
04:12:54 AM 282013236 388294792   3339596      0.85   1571636 104007880 192264452     47.68  46525920  61152024       724   2127056   3926200     10864     47628    280336
04:12:59 AM 281993924 388275628   3358816      0.85   1571636 104008024 192472876     47.73  46525916  61156456       540   2131212   3926148     10848     47636    280240
04:13:04 AM 282036712 388318432   3316036      0.84   1571636 104008040 189327016     46.95  46525924  61127628       508   2102372   3926124     10848     47184    280224
04:13:09 AM 282085116 388368380   3266012      0.83   1571636 104009592 189041720     46.88  46526080  61100472      2112   2073816   3926192     10848     46864    280272
04:13:14 AM 282049872 388332704   3301760      0.84   1571636 104009152 192035548     47.62  46526140  61137428       412   2111300   3926128     10848     47500    280288
04:13:19 AM 282029788 388313484   3320800      0.84   1571636 104010348 188616724     46.77  46526196  61131644      1896   2104304   3925976     10832     47016    280352
04:13:24 AM 282056908 388340232   3294212      0.83   1571636 104009960 192322032     47.69  46526308  61129348       432   2102436   3925832     10848     47472    280224
04:13:29 AM 282048348 388331836   3302644      0.84   1571636 104010124 192314628     47.69  46526312  61139676       480   2112692   3925796     10832     47540    280272
04:13:34 AM 282017924 388302072   3332384      0.84   1571636 104010784 193150396     47.90  46526384  61134972       768   2107388   3925820     10864     47524    280296
04:13:39 AM 282032692 388316696   3317592      0.84   1571636 104010640 189791240     47.07  46526472  61117912       640   2090716   3925988     10816     47140    280256
04:13:44 AM 281997568 388281960   3352408      0.85   1571636 104011060 192715420     47.79  46526484  61157060       360   2129440   3925876     10832     47424    280352
04:13:49 AM 281991640 388276288   3357968      0.85   1571636 104011324 192609768     47.76  46526540  61158548       484   2130196   3925980     10816     47412    280320
04:13:54 AM 282036052 388320844   3313292      0.84   1571636 104011456 192833192     47.82  46526540  61131596       308   2103512   3926112     10832     47492    280272
04:13:59 AM 282043344 388328420   3305788      0.84   1571636 104011740 192227332     47.67  46526548  61138468       348   2110144   3926040     10848     47540    280240
04:14:04 AM 282051316 388336812   3297128      0.84   1571636 104012136 192324516     47.69  46526664  61132824       304   2104128   3926332     10832     47404    280216
04:14:09 AM 281990780 388276532   3357524      0.85   1571636 104012384 192434532     47.72  46526724  61189308       268   2160420   3926224     10896     47656    280168
04:14:14 AM 282001744 388287780   3346432      0.85   1571636 104012672 189308524     46.95  46526772  61122732       300   2092712   3926064     10848     47428    280224
04:14:19 AM 282013720 388300024   3334324      0.84   1571636 104012936 192625096     47.77  46526776  61132204       544   2102844   3925932     10848     47468    280240
04:14:24 AM 281993644 388280088   3354440      0.85   1571636 104013076 192274436     47.68  46526780  61141752       564   2112236   3925752     10896     47592    280256
04:14:29 AM 282024884 388311468   3323036      0.84   1571636 104013340 192624400     47.77  46526832  61133736       796   2103896   3925652     10864     47532    280344
04:14:34 AM 281987440 388274172   3360332      0.85   1571636 104013488 192512356     47.74  46526836  61166200       424   2136256   3925652     10864     47496    280368
04:14:39 AM 282017396 388304400   3330252      0.84   1571636 104013760 189486268     46.99  46526892  61128632      1464   2098604   3925504     10848     47356    280352
04:14:44 AM 282036732 388323992   3310652      0.84   1571636 104014024 192625020     47.77  46526904  61135504       280   2105268   3925504     10800     47452    280352
04:14:49 AM 282035368 388322708   3312136      0.84   1571636 104014168 192117704     47.64  46526900  61140684      1392   2110256   3925240     10848     47476    280320
04:14:54 AM 282073348 388360968   3273968      0.83   1571636 104014444 192739036     47.80  46526900  61142400       296   2111680   3925152     10832     47500    280320
04:14:59 AM 282039416 388327192   3307764      0.84   1571636 104014600 192432820     47.72  46526908  61180752      1216   2149868   3925132     10848     47620    280320
04:15:04 AM 282046512 388334436   3300568      0.84   1571636 104014748 192444296     47.72  46526908  61185564       268   2154540   3925084     10848     47592    280336
04:15:09 AM 282083480 388371708   3263148      0.83   1571636 104015052 192450248     47.73  46526964  61151876      1668   2120604   3925232     10752     47320    280320
04:15:14 AM 282097216 388385832   3249204      0.82   1571636 104015440 192141732     47.65  46527024  61152312       716   2120792   3925052     10848     47536    280320
04:15:19 AM 282054796 388343564   3291460      0.83   1571636 104015604 192959116     47.85  46527016  61186844       544   2155192   3925052     10800     47552    280256
04:15:24 AM 282076224 388365328   3269128      0.83   1571636 104016024 192761188     47.80  46527132  61152960      1056   2120884   3925536     10832     47656    280248
04:15:29 AM 282050648 388339888   3294616      0.83   1571636 104016160 192134876     47.65  46527136  61183536       492   2151332   3925488     10800     47564    280256
04:15:34 AM 282039712 388329208   3305932      0.84   1571636 104016416 192566236     47.75  46527144  61161584       448   2129128   3924852     10832     47676    280312
04:15:39 AM 282060168 388349820   3285416      0.83   1571636 104016572 192361420     47.70  46527136  61161192       276   2128428   3924756     10800     47520    280320
04:15:44 AM 282040428 388330204   3305032      0.84   1571636 104016696 192670436     47.78  46527144  61162016       384   2129172   3924756     10832     47644    280288
04:15:49 AM 282046688 388336716   3298480      0.84   1571636 104016944 192464720     47.73  46527136  61163800       232   2130908   3924800     10752     47616    280288
04:15:54 AM 282076208 388366360   3268796      0.83   1571636 104017076 192306608     47.69  46527144  61169264       292   2136264   3924832     11024     47564    280320
04:15:59 AM 282080752 388371064   3264088      0.83   1571636 104017228 192686348     47.78  46527148  61172404       324   2139080   3924844     10752     47660    280256
04:16:04 AM 282106560 388397140   3237856      0.82   1571636 104017496 192440788     47.72  46527204  61165544       724   2131992   3925000     10752     47492    280192
04:16:09 AM 282111260 388402284   3232492      0.82   1571636 104017904 192354832     47.70  46527312  61157220      1892   2123580   3925256     10752     47580    280224
04:16:14 AM 282112152 388403328   3231480      0.82   1571636 104018056 192673276     47.78  46527308  61162360       572   2128448   3925224     10752     47496    280208
04:16:19 AM 282080056 388371388   3263484      0.83   1571636 104018212 192335156     47.70  46527316  61169660      1584   2135596   3925160     10784     47684    280176
04:16:24 AM 282070640 388362104   3272848      0.83   1571636 104018344 192790976     47.81  46527320  61172480       456   2138272   3925080     10752     47604    280192
04:16:29 AM 282039656 388331840   3303472      0.84   1571636 104019060 192276084     47.68  46527324  61208216      1808   2173312   3924724     10768     47720    280192
04:16:34 AM 282083552 388375804   3259476      0.83   1571636 104019128 192390588     47.71  46527372  61176532       516   2141616   3924756     10768     47652    280192
04:16:39 AM 282080312 388372744   3262092      0.83   1571636 104019276 189657428     47.03  46527424  61183936      1492   2148956   3925232     10800     47384    280200
04:16:44 AM 282094260 388388048   3246864      0.82   1571636 104020628 188812088     46.82  46527444  61135680      1224   2099268   3925160     10768     47124    280208
04:16:49 AM 282080748 388374200   3260340      0.83   1571636 104020244 192558988     47.75  46527584  61153416      1480   2117544   3925580     10768     47304    280256
04:16:54 AM 282028720 388322644   3312076      0.84   1571636 104020700 192572248     47.76  46527664  61162576       656   2126340   3925416     10784     47616    280304
04:16:59 AM 281986984 388281192   3353704      0.85   1571636 104020980 193275184     47.93  46527712  61196036       612   2159552   3925244     10864     47564    280176
04:17:04 AM 282009280 388303780   3331076      0.84   1571636 104021140 192571476     47.76  46527720  61162936       360   2126292   3925416     10752     47488    280352
04:17:09 AM 282013680 388308312   3326600      0.84   1571636 104021272 192470252     47.73  46527724  61166256       340   2129624   3925360     10816     47636    280288
04:17:14 AM 282029104 388324368   3310228      0.84   1571636 104021928 192354488     47.70  46527776  61160224       852   2123136   3925652     10800     47540    280432
04:17:19 AM 282083776 388378968   3255592      0.82   1571636 104021828 190037276     47.13  46527840  61127280       332   2090080   3925716     10768     47396    280384
04:17:24 AM 282008576 388304432   3329684      0.84   1571636 104022400 192753668     47.80  46527896  61185780       320   2148032   3926252     10784     47584    280304
04:17:29 AM 282034532 388330536   3303592      0.84   1571636 104022544 192359576     47.70  46527888  61161452       180   2123580   3926244     10752     47496    280368
04:17:34 AM 282052132 388348568   3285672      0.83   1571636 104022968 191828772     47.57  46528004  61149996       336   2111812   3926140     10736     47460    280304
04:17:39 AM 282045128 388341700   3292544      0.83   1571636 104023104 192249404     47.68  46528004  61158732       640   2120672   3926136     10720     47560    280336
04:17:44 AM 282027820 388325088   3309548      0.84   1571636 104023796 193007336     47.86  46528088  61160704       656   2121736   3925748     11072     47612    280376
