timestamp,module,event
2024-01-31T19:09:08,topoaa,start
2024-01-31T19:09:13,topoaa,finish
2024-01-31T19:09:15,rigidbody,start
2024-01-31T22:18:58,rigidbody,finish
2024-01-31T22:18:59,caprieval,start
2024-01-31T22:45:44,caprieval,finish
2024-01-31T22:45:46,seletop,start
2024-01-31T22:45:48,seletop,finish
2024-01-31T22:45:50,caprieval,start
2024-01-31T22:47:07,caprieval,finish
2024-01-31T22:47:09,flexref,start
2024-01-31T23:55:23,caprieval,start
2024-01-31T23:55:23,flexref,finish
2024-01-31T23:56:30,caprieval,finish
2024-01-31T23:56:32,emref,start
2024-02-01T00:02:31,emref,finish
2024-02-01T00:02:32,caprieval,start
2024-02-01T00:03:27,caprieval,finish
2024-02-01T00:03:28,clustfcc,start
2024-02-01T00:03:50,clustfcc,finish
2024-02-01T00:03:50,seletopclusts,start
2024-02-01T00:04:20,seletopclusts,finish
2024-02-01T00:04:21,caprieval,start
2024-02-01T00:05:07,caprieval,finish
