Linux 5.15.30-2-pve (superserver2) 	01/25/2024 	_x86_64_	(32 CPU)

09:30:03 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:30:08 PM     all      3.06      0.00      4.41      0.19      0.00     92.33
09:30:08 PM       0      0.40      0.00      4.62      0.00      0.00     94.98
09:30:08 PM       1      1.60      0.00      4.21      0.00      0.00     94.19
09:30:08 PM       2      0.80      0.00      4.59      0.00      0.00     94.61
09:30:08 PM       3      0.40      0.00      4.80      0.00      0.00     94.80
09:30:08 PM       4      0.60      0.00      4.61      0.00      0.00     94.79
09:30:08 PM       5      0.40      0.00      4.61      0.00      0.00     94.99
09:30:08 PM       6      0.40      0.00      4.80      5.80      0.00     89.00
09:30:08 PM       7      0.80      0.00      4.61      0.00      0.00     94.59
09:30:08 PM       8      0.80      0.00      4.39      0.00      0.00     94.81
09:30:08 PM       9     74.20      0.00      1.20      0.40      0.00     24.20
09:30:08 PM      10      0.60      0.00      4.60      0.00      0.00     94.80
09:30:08 PM      11      0.80      0.00      4.40      0.00      0.00     94.80
09:30:08 PM      12      0.80      0.00      4.39      0.00      0.00     94.81
09:30:08 PM      13      0.60      0.00      4.41      0.00      0.00     94.99
09:30:08 PM      14      0.60      0.00      4.41      0.00      0.00     94.99
09:30:08 PM      15      0.40      0.00      4.61      0.00      0.00     94.99
09:30:08 PM      16      1.00      0.00      4.41      0.00      0.00     94.59
09:30:08 PM      17      0.80      0.00      4.59      0.00      0.00     94.61
09:30:08 PM      18      0.40      0.00      4.82      0.00      0.00     94.78
09:30:08 PM      19      3.00      0.00      4.80      0.00      0.00     92.20
09:30:08 PM      20      0.60      0.00      4.79      0.00      0.00     94.61
09:30:08 PM      21      0.80      0.00      4.40      0.00      0.00     94.80
09:30:08 PM      22      0.60      0.00      4.41      0.00      0.00     94.99
09:30:08 PM      23      0.80      0.00      4.40      0.00      0.00     94.80
09:30:08 PM      24      0.80      0.00      4.39      0.00      0.00     94.81
09:30:08 PM      25      0.60      0.00      4.59      0.00      0.00     94.81
09:30:08 PM      26      0.20      0.00      4.81      0.00      0.00     94.99
09:30:08 PM      27      0.80      0.00      4.39      0.00      0.00     94.81
09:30:08 PM      28      0.80      0.00      4.40      0.00      0.00     94.80
09:30:08 PM      29      0.60      0.00      4.41      0.00      0.00     94.99
09:30:08 PM      30      1.00      0.00      4.19      0.00      0.00     94.81
09:30:08 PM      31      1.00      0.00      4.20      0.00      0.00     94.80

09:30:08 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:30:13 PM     all      3.04      0.00      0.14      1.22      0.00     95.60
09:30:13 PM       0     16.03      0.00      0.40      6.81      0.00     76.75
09:30:13 PM       1      0.40      0.00      0.20      0.00      0.00     99.40
09:30:13 PM       2      0.20      0.00      0.00      0.00      0.00     99.80
09:30:13 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM       4      0.20      0.00      0.00      0.00      0.00     99.80
09:30:13 PM       5      0.20      0.00      0.20      0.00      0.00     99.60
09:30:13 PM       6      0.00      0.00      0.40      0.00      0.00     99.60
09:30:13 PM       7      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM       8      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM       9      2.59      0.00      1.20     21.12      0.00     75.10
09:30:13 PM      10      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      11      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      12      3.61      0.00      0.40      1.20      0.00     94.79
09:30:13 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      16      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      21      0.00      0.00      0.20      0.00      0.00     99.80
09:30:13 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      25     21.96      0.00      0.40      4.99      0.00     72.65
09:30:13 PM      26     31.14      0.00      0.40      0.00      0.00     68.46
09:30:13 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      28      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      29      0.00      0.00      0.00      0.00      0.00    100.00
09:30:13 PM      30     20.93      0.00      0.40      3.82      0.00     74.85
09:30:13 PM      31      0.00      0.00      0.20      1.00      0.00     98.80

09:30:13 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:30:18 PM     all      5.28      0.00      0.23      0.99      0.00     93.50
09:30:18 PM       0      0.00      0.00      0.20      1.20      0.00     98.59
09:30:18 PM       1      0.20      0.00      0.40      0.00      0.00     99.40
09:30:18 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM       4      0.20      0.00      0.20      0.00      0.00     99.60
09:30:18 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM       7      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM       8      0.00      0.00      0.60      0.60      0.00     98.80
09:30:18 PM       9     27.91      0.00      0.60      6.83      0.00     64.66
09:30:18 PM      10      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM      11      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM      12     42.32      0.00      1.20      7.19      0.00     49.30
09:30:18 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM      14      0.00      0.00      0.40      1.00      0.00     98.60
09:30:18 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM      16      0.00      0.00      0.20      0.00      0.00     99.80
09:30:18 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM      19      0.00      0.00      0.20      0.00      0.00     99.80
09:30:18 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM      21      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM      25     21.08      0.00      0.60      1.41      0.00     76.91
09:30:18 PM      26     31.53      0.00      0.40      3.82      0.00     64.26
09:30:18 PM      27     22.75      0.00      0.80      2.40      0.00     74.05
09:30:18 PM      28      0.00      0.00      0.00      0.00      0.00    100.00
09:30:18 PM      29     22.60      0.00      1.00      5.40      0.00     71.00
09:30:18 PM      30      0.20      0.00      0.20      1.20      0.00     98.40
09:30:18 PM      31      0.20      0.00      0.40      0.80      0.00     98.60

09:30:18 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:30:23 PM     all      0.56      0.00      0.06      0.96      0.00     98.42
09:30:23 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM       1      0.20      0.00      0.00      0.40      0.00     99.40
09:30:23 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM       4      0.00      0.00      0.20      0.00      0.00     99.80
09:30:23 PM       5      0.00      0.00      0.20      0.00      0.00     99.80
09:30:23 PM       6      0.20      0.00      0.20      0.00      0.00     99.60
09:30:23 PM       7      0.00      0.00      0.20      0.00      0.00     99.80
09:30:23 PM       8      0.00      0.00      0.20      0.00      0.00     99.80
09:30:23 PM       9     13.43      0.00      0.40      2.40      0.00     83.77
09:30:23 PM      10      1.60      0.00      0.20     11.42      0.00     86.77
09:30:23 PM      11      2.40      0.00      0.00     16.43      0.00     81.16
09:30:23 PM      12      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      16      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      18      0.20      0.00      0.00      0.00      0.00     99.80
09:30:23 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      21      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      25      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      28      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      29      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      30      0.00      0.00      0.00      0.00      0.00    100.00
09:30:23 PM      31      0.00      0.00      0.20      0.00      0.00     99.80

09:30:23 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:30:28 PM     all      0.18      0.00      0.05      0.81      0.00     98.96
09:30:28 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM       1      0.40      0.00      0.20      0.00      0.00     99.40
09:30:28 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM       3      0.00      0.00      0.20      0.00      0.00     99.80
09:30:28 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM       7      0.00      0.00      0.20      0.00      0.00     99.80
09:30:28 PM       8      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM       9      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      10      0.80      0.00      0.00      3.41      0.00     95.79
09:30:28 PM      11      4.40      0.00      0.40     22.00      0.00     73.20
09:30:28 PM      12      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      16      0.20      0.00      0.40      0.60      0.00     98.80
09:30:28 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      18      0.00      0.00      0.20      0.00      0.00     99.80
09:30:28 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      21      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      25      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      28      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      29      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      30      0.00      0.00      0.00      0.00      0.00    100.00
09:30:28 PM      31      0.00      0.00      0.00      0.00      0.00    100.00

09:30:28 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:30:33 PM     all      0.21      0.00      0.06      0.96      0.00     98.77
09:30:33 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM       1      0.20      0.00      0.00      0.00      0.00     99.80
09:30:33 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM       3      0.40      0.00      0.00      0.00      0.00     99.60
09:30:33 PM       4      0.40      0.00      0.20      0.00      0.00     99.40
09:30:33 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM       6      0.00      0.00      0.20      0.00      0.00     99.80
09:30:33 PM       7      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM       8      0.00      0.00      0.20      0.00      0.00     99.80
09:30:33 PM       9      0.00      0.00      0.20      0.00      0.00     99.80
09:30:33 PM      10      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      11      5.21      0.00      0.40     29.86      0.00     64.53
09:30:33 PM      12      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      14      0.20      0.00      0.20      0.00      0.00     99.60
09:30:33 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      16      0.00      0.00      0.00      0.80      0.00     99.20
09:30:33 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      21      0.40      0.00      0.20      0.00      0.00     99.40
09:30:33 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      25      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      28      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      29      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      30      0.00      0.00      0.00      0.00      0.00    100.00
09:30:33 PM      31      0.00      0.00      0.20      0.00      0.00     99.80

09:30:33 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:30:38 PM     all      0.13      0.00      0.07      0.63      0.00     99.17
09:30:38 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:30:38 PM       1      0.20      0.00      0.20      0.60      0.00     99.00
09:30:38 PM       2      0.20      0.00      0.40      0.00      0.00     99.40
09:30:38 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
09:30:38 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
09:30:38 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
