timestamp,module,event
2024-01-17 14:58:09,topoaa,start
2024-01-17 14:58:14,topoaa,finish
2024-01-17 14:58:15,rigidbody,start
2024-01-17 21:39:14,rigidbody,finish
2024-01-17 21:39:15,caprieval,start
2024-01-17 22:00:23,caprieval,finish
2024-01-17 22:00:24,seletop,start
2024-01-17 22:00:27,seletop,finish
2024-01-17 22:00:29,caprieval,start
2024-01-17 22:01:31,caprieval,finish
2024-01-17 22:01:32,flexref,start
2024-01-18 00:33:19,caprieval,start
2024-01-18 00:33:19,flexref,finish
2024-01-18 00:34:21,caprieval,finish
2024-01-18 00:34:23,emref,start
2024-01-18 00:46:51,emref,finish
2024-01-18 00:46:52,caprieval,start
2024-01-18 00:47:57,caprieval,finish
2024-01-18 00:47:57,clustfcc,start
2024-01-18 00:48:16,clustfcc,finish
2024-01-18 00:48:17,seletopclusts,start
2024-01-18 00:48:44,seletopclusts,finish
2024-01-18 00:48:44,caprieval,start
2024-01-18 00:49:35,caprieval,finish
