timestamp,module,event
2024-01-18T13:56:58,topoaa,start
2024-01-18T13:57:04,topoaa,finish
2024-01-18T13:57:05,rigidbody,start
2024-01-18T20:37:17,rigidbody,finish
2024-01-18T20:37:19,caprieval,start
2024-01-18T20:58:20,caprieval,finish
2024-01-18T20:58:21,seletop,start
2024-01-18T20:58:24,seletop,finish
2024-01-18T20:58:25,caprieval,start
2024-01-18T20:59:30,caprieval,finish
2024-01-18T20:59:32,flexref,start
2024-01-18T23:30:36,caprieval,start
2024-01-18T23:30:36,flexref,finish
2024-01-18T23:31:40,caprieval,finish
2024-01-18T23:31:41,emref,start
2024-01-18T23:43:45,emref,finish
2024-01-18T23:43:46,caprieval,start
2024-01-18T23:44:47,caprieval,finish
2024-01-18T23:44:48,clustfcc,start
2024-01-18T23:45:06,clustfcc,finish
2024-01-18T23:45:06,seletopclusts,start
2024-01-18T23:45:31,seletopclusts,finish
2024-01-18T23:45:31,caprieval,start
2024-01-18T23:46:19,caprieval,finish
