timestamp,module,event
2024-01-21 00:36:53,topoaa,start
2024-01-21 00:36:59,topoaa,finish
2024-01-21 00:37:00,rigidbody,start
2024-01-21 12:54:40,rigidbody,finish
2024-01-21 12:54:42,caprieval,start
2024-01-21 13:32:51,caprieval,finish
2024-01-21 13:32:52,seletop,start
2024-01-21 13:32:55,seletop,finish
2024-01-21 13:32:56,caprieval,start
2024-01-21 13:34:47,caprieval,finish
2024-01-21 13:34:48,flexref,start
2024-01-21 18:02:34,caprieval,start
2024-01-21 18:02:34,flexref,finish
2024-01-21 18:04:51,caprieval,finish
2024-01-21 18:04:53,emref,start
2024-01-21 18:27:52,emref,finish
2024-01-21 18:27:53,caprieval,start
2024-01-21 18:29:53,caprieval,finish
2024-01-21 18:29:54,clustfcc,start
2024-01-21 18:30:21,clustfcc,finish
2024-01-21 18:30:21,seletopclusts,start
2024-01-21 18:31:00,seletopclusts,finish
2024-01-21 18:31:00,caprieval,start
2024-01-21 18:32:29,caprieval,finish
