Linux 5.15.0-91-generic (gl5) 	01/27/2024 	_x86_64_	(32 CPU)

12:57:27 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
12:57:32 PM 315650732 389964736   1773580      0.45   1555428  72735268   4773936      1.18  32043516  42846828       540    627964   3143540     10704      6140    279224
12:57:37 PM 315593368 389909496   1828944      0.46   1555428  72737364  10342716      2.56  32043840  42914896       440    694332   3143444      9712      7616    278312
12:57:42 PM 315644744 389961628   1777168      0.45   1555428  72738156   4301400      1.07  32044004  42849916       652    628588   3143052      9680      6016    278248
12:57:47 PM 315644532 389963380   1775316      0.45   1555428  72740012   4302272      1.07  32044012  42851736       216    628600   3143260      9696      6020    278200
12:57:52 PM 315642036 389962860   1775764      0.45   1555428  72741944   4302272      1.07  32044012  42853648       736    628596   3143376      9680      6024    278216
12:57:57 PM 315641392 389963996   1774676      0.45   1555428  72743604   4302272      1.07  32044020  42855412       104    628716   3143448      9696      6060    278232
12:58:02 PM 315631648 389956416   1782244      0.45   1555428  72745624   4302272      1.07  32044012  42857376       664    628604   3143604      9696      6020    278264
12:58:07 PM 315630736 389957152   1781520      0.45   1555428  72747176   4302272      1.07  32044016  42858888        16    628608   3143688      9696      6020    278216
12:58:12 PM 315622612 389951132   1787460      0.45   1555428  72749176   4302272      1.07  32044012  42861164       648    629424   3143872      9936      5860    278232
12:58:17 PM 315620020 389950592   1788008      0.45   1555428  72751088   4302272      1.07  32044012  42862756       376    628532   3144004      9744      6052    278216
12:58:22 PM 315616184 389948816   1789724      0.45   1555428  72753056   4302292      1.07  32044020  42865344       588    628268   3144156      9920      6060    278280
12:58:27 PM 315611792 389946296   1792328      0.45   1555428  72754808   4302272      1.07  32044020  42866524       912    628592   3144192      9760      6052    278264
12:58:32 PM 315610864 389947324   1791296      0.45   1555428  72756696   4302272      1.07  32044024  42868480       360    628680   3144264      9696      5984    278248
12:58:37 PM 315607180 389945156   1793296      0.45   1555428  72758300   4302272      1.07  32044020  42870156       912    628732   3144344      9728      6024    278264
12:58:42 PM 315605736 389945608   1792884      0.45   1555428  72760072   4302272      1.07  32044024  42872012       376    628804   3144428      9760      6052    278280
12:58:47 PM 315599212 389940744   1797788      0.46   1555428  72761772   4302272      1.07  32044028  42873720       960    628812   3144348      9744      6028    278280
12:58:52 PM 315598152 389941756   1796792      0.46   1555428  72763712   4302272      1.07  32044032  42875672       344    628868   3144464      9760      6060    278248
12:58:57 PM 315594664 389940272   1798484      0.46   1555428  72765620   4302272      1.07  32044032  42877644       940    628900   3144352      9744      6024    278296
12:59:02 PM 315593004 389940436   1798268      0.46   1555428  72767340   4302272      1.07  32044032  42879380       260    628936   3144508      9760      6020    278280
12:59:07 PM 315588836 389938184   1800424      0.46   1555428  72769152   4302272      1.07  32044036  42881244      1016    628980   3144708      9744      6020    278264
12:59:12 PM 315589208 389940428   1798032      0.46   1555428  72770944   4302272      1.07  32044036  42883068       236    629012   3144936      9744      6016    278232
12:59:17 PM 315584336 389937304   1801236      0.46   1555432  72772648   4302272      1.07  32044036  42884772      1100    629068   3144896      9776      6064    278264
12:59:22 PM 315583660 389938468   1800212      0.46   1555432  72774392   4302272      1.07  32044044  42886700       260    629368   3144852      9776      6068    278248
12:59:27 PM 315575912 389932680   1805852      0.46   1555432  72776276   4302272      1.07  32044044  42888628      1056    629260   3145076      9760      6036    278312
12:59:32 PM 315577036 389935728   1802932      0.46   1555432  72778076   4302272      1.07  32044040  42890392       328    629264   3145072      9760      6040    278264
12:59:37 PM 315579644 389939968   1798748      0.46   1555432  72779608   4302272      1.07  32044044  42892052      1004    629380   3145116      9760      6072    278280
12:59:42 PM 315581340 389943672   1795144      0.45   1555432  72781492   4302272      1.07  32044044  42893916       220    629336   3145140      9776      6056    278296
12:59:47 PM 315575708 389940236   1798552      0.46   1555432  72783568   4302272      1.07  32044044  42895940      1172    629332   3145288      9760      6032    278312
12:59:52 PM 315575508 389942140   1796656      0.46   1555436  72785568   4302272      1.07  32044048  42897996        24    629372   3145380      9760      6040    278264
12:59:57 PM 315581764 389950144   1788700      0.45   1555436  72787116   4302404      1.07  32044032  42899496       892    629592   3145532     10128      6068    278232
01:00:02 PM 315598040 389968312   1770480      0.45   1555436  72788932   4302404      1.07  32044052  42901408       176    629464   3145660      9744      6040    278216
01:00:07 PM 315598044 389970324   1768488      0.45   1555436  72790836   4302020      1.07  32044048  42902808       232    628356   3145744      9920      5992    278264
01:00:12 PM 315594028 389968336   1770352      0.45   1555436  72792756   4302404      1.07  32044056  42905468      1432    629628   3145976      9744      6044    278280
01:00:17 PM 315594264 389970364   1768420      0.45   1555436  72794444   4302536      1.07  32044060  42907272       312    629712   3145984      9776      6076    278312
01:00:22 PM 315588444 389966352   1772472      0.45   1555436  72796188   4302536      1.07  32044060  42909008      1372    629760   3146008      9744      6040    278296
01:00:27 PM 315586168 389966304   1772756      0.45   1555436  72798300   4303816      1.07  32044060  42912528       292    631136   3145888      9744      6040    278296
01:00:32 PM 315586392 389968584   1770564      0.45   1555436  72800172   4303948      1.07  32044064  42914460      1460    631220   3145984      9744      6048    278264
01:00:37 PM 315586120 389970024   1769136      0.45   1555436  72801776   4303948      1.07  32044064  42916152       264    631284   3146080      9744      6040    278280
01:00:42 PM 315581100 389967272   1771716      0.45   1555440  72803840   4303948      1.07  32044068  42918332      1368    631424   3146452      9744      6072    278280
01:00:47 PM 315579900 389967924   1771048      0.45   1555440  72805612   4303948      1.07  32044076  42920252       296    631556   3146548      9696      6016    278232
01:00:52 PM 315579740 389969664   1769484      0.45   1555440  72807420   4304080      1.07  32044072  42922040      1316    631524   3146464      9728      6044    278280
01:00:57 PM 315579216 389971312   1767844      0.45   1555440  72809496   4304080      1.07  32044072  42924088       272    631540   3146552      9760      6076    278264
01:01:02 PM 315579672 389973932   1764940      0.45   1555444  72811544   4304080      1.07  32044076  42926280      1300    631676   3146948      9712      6044    278264
01:01:07 PM 315579940 389976320   1762516      0.45   1555444  72813540   4304228      1.07  32044072  42928320       228    631664   3147108      9680      5980    278264
01:01:12 PM 315580008 389978416   1760332      0.45   1555444  72815472   4304228      1.07  32044080  42930408      1340    631852   3147292      9712      6052    278264
01:01:17 PM 315580036 389980252   1758520      0.45   1555444  72817188   4304228      1.07  32044088  42932300       236    632016   3147360      9712      6044    278264
01:01:22 PM 315571140 389973552   1765372      0.45   1555444  72819152   4304228      1.07  32044084  42934212      1308    632004   3147440      9712      6048    278248
01:01:27 PM 315571232 389975040   1763860      0.45   1555444  72820516   4304360      1.07  32044084  42935604       256    632032   3147496      9680      6008    278248
01:01:32 PM 315582372 389988724   1749816      0.44   1555444  72822800   4304360      1.07  32044084  42938092      1172    632196   3148116      9712      6044    278264
01:01:37 PM 315582076 389990468   1748012      0.44   1555444  72824756   4304360      1.07  32044088  42940044       220    632240   3148260      9712      6048    278248
01:01:42 PM 315577112 389987464   1751048      0.44   1555448  72826588   4304492      1.07  32044092  42942416       880    632828   3148352     10016      5964    278248
01:01:47 PM 315576048 389988240   1750240      0.44   1555448  72828288   4304492      1.07  32044092  42943740       160    632424   3148524      9760      6112    278248
01:01:52 PM 315576284 389990572   1747908      0.44   1555448  72830264   4304380      1.07  32044088  42945200       720    631888   3148644      9952      6000    278248
01:01:57 PM 315573900 389990276   1748600      0.44   1555448  72832176   4304640      1.07  32044100  42947756      1384    632524   3148424      9728      6044    278264
01:02:02 PM 315572920 389991116   1747728      0.44   1555448  72833896   4304640      1.07  32044096  42949416       412    632460   3148556      9744      6040    278264
01:02:07 PM 315571676 389991796   1746868      0.44   1555448  72835644   4304640      1.07  32044100  42951264      1384    632532   3148912      9680      5980    278296
01:02:12 PM 315569384 389991376   1747236      0.44   1555448  72837396   4304640      1.07  32044100  42952976       372    632488   3149084      9728      6044    278296
01:02:17 PM 315562924 389986940   1751496      0.44   1555448  72839212   4304640      1.07  32044104  42954888      1300    632684   3149468      9744      6040    278248
01:02:22 PM 315563756 389989864   1748596      0.44   1555448  72841152   4304772      1.07  32044100  42956836       352    632616   3149596      9760      6076    278216
01:02:27 PM 315561496 389989364   1749164      0.44   1555448  72842708   4304772      1.07  32044104  42958464      1356    632720   3149732      9696      5980    278216
01:02:32 PM 315562112 389991720   1746860      0.44   1555448  72844368   4304772      1.07  32044108  42960240       284    632836   3149760      9760      6076    278264
01:02:37 PM 315563024 389994940   1743668      0.44   1555448  72846508   4304916      1.07  32044108  42962404      1304    632844   3149900      9712      6052    278264
01:02:42 PM 315563996 389997648   1740972      0.44   1555448  72848136   4304916      1.07  32044108  42964028       256    632856   3149996      9696      6008    278264
01:02:47 PM 315556688 389992088   1746220      0.44   1555448  72849752   4304916      1.07  32044112  42965720      1316    632912   3150440      9712      6048    278248
01:02:52 PM 315557292 389994836   1743488      0.44   1555448  72851804   4304916      1.07  32044116  42967800       256    632948   3150516      9712      6048    278248
01:02:57 PM 315556420 389996016   1742160      0.44   1555448  72853668   4305048      1.07  32044116  42969676      1320    632980   3150852      9712      6044    278264
01:03:02 PM 315558572 390000048   1738220      0.44   1555448  72855500   4305048      1.07  32044116  42971572       268    633040   3150808      9728      6076    278232
01:03:07 PM 315556772 390000324   1737900      0.44   1555448  72857492   4305048      1.07  32044108  42973492      1184    632964   3150936      9728      6040    278264
01:03:12 PM 315557860 390003392   1734868      0.44   1555452  72859316   4305200      1.07  32044120  42975476       188    633124   3151052      9696      6076    278248
01:03:17 PM 315556072 390003344   1734924      0.44   1555452  72860996   4305200      1.07  32044120  42977160      1276    633132   3151104      9696      6040    278200
01:03:22 PM 315557912 390007064   1731356      0.44   1555452  72862772   4305200      1.07  32044128  42978952       228    633160   3151056      9696      6044    278152
01:03:27 PM 315552884 390003712   1734676      0.44   1555452  72864280   4305200      1.07  32044124  42980616      1416    633388   3151256      9984      5820    278232
01:03:32 PM 315553360 390006376   1732116      0.44   1555452  72866312   4305200      1.07  32044132  42982696        76    633336   3151308      9696      6084    278232
01:03:37 PM 315547724 390002704   1735792      0.44   1555452  72868176   4305204      1.07  32044120  42983448       360    632264   3151404      9792      6032    278184
01:03:42 PM 315545620 390002404   1735968      0.44   1555452  72869876   4305332      1.07  32044132  42986380       516    633492   3151632      9728      6148    278200
01:03:47 PM 315545872 390004240   1734020      0.44   1555452  72871368   4305332      1.07  32044132  42987920       276    633528   3151836      9680      6076    278184
01:03:52 PM 315535804 389996352   1741852      0.44   1555452  72873344   4305468      1.07  32044140  42990084      1540    633736   3152096      9696      6116    278200
01:03:57 PM 315535788 389998288   1739940      0.44   1555452  72875164   4305724      1.07  32044132  42991772       288    633536   3152204      9616      5948    278216
01:04:02 PM 315530952 389995528   1742820      0.44   1555452  72877120   4305724      1.07  32044136  42993932      1468    633792   3152204      9664      6048    278168
01:04:07 PM 315530828 389997552   1740796      0.44   1555452  72879160   4305724      1.07  32044132  42996020       280    633852   3152312      9680      6068    278136
01:04:12 PM 315524440 389993056   1745520      0.44   1555452  72880856   4305856      1.07  32044136  42997856      1452    633968   3152280      9648      6040    278136
01:04:17 PM 315524820 389995316   1743312      0.44   1555452  72882716   4306112      1.07  32044136  42999724       284    633956   3152248      9600      5940    278152
01:04:22 PM 315520908 389992920   1745744      0.44   1555452  72884204   4306112      1.07  32044144  43001456      1436    634184   3152240      9648      6052    278136
01:04:27 PM 315521552 389995816   1742816      0.44   1555452  72886348   4306244      1.07  32044144  43003636       276    634288   3152380      9648      6048    278104
