timestamp,module,event
2024-01-27T11:37:07,topoaa,start
2024-01-27T11:37:16,topoaa,finish
2024-01-27T11:37:17,rigidbody,start
2024-01-27T12:03:00,rigidbody,finish
2024-01-27T12:03:00,seletop,start
2024-01-27T12:03:01,seletop,finish
2024-01-27T12:03:01,caprieval,start
2024-01-27T12:03:38,caprieval,finish
2024-01-27T12:03:40,flexref,start
2024-01-27T12:46:23,flexref,finish
2024-01-27T12:46:23,caprieval,start
2024-01-27T12:47:04,caprieval,finish
2024-01-27T12:47:05,emref,start
2024-01-27T12:51:25,emref,finish
2024-01-27T12:51:26,caprieval,start
2024-01-27T12:52:05,caprieval,finish
