timestamp,module,event
2024-01-21T16:53:39,topoaa,start
2024-01-21T16:53:44,topoaa,finish
2024-01-21T16:53:45,rigidbody,start
2024-01-21T19:59:01,rigidbody,finish
2024-01-21T19:59:03,caprieval,start
2024-01-21T20:20:40,caprieval,finish
2024-01-21T20:20:42,seletop,start
2024-01-21T20:20:44,seletop,finish
2024-01-21T20:20:46,caprieval,start
2024-01-21T20:21:49,caprieval,finish
2024-01-21T20:21:51,flexref,start
2024-01-21T21:29:23,caprieval,start
2024-01-21T21:29:23,flexref,finish
2024-01-21T21:30:23,caprieval,finish
2024-01-21T21:30:24,emref,start
2024-01-21T21:36:14,emref,finish
2024-01-21T21:36:14,caprieval,start
2024-01-21T21:37:15,caprieval,finish
2024-01-21T21:37:15,clustfcc,start
2024-01-21T21:37:38,clustfcc,finish
2024-01-21T21:37:39,seletopclusts,start
2024-01-21T21:38:11,seletopclusts,finish
2024-01-21T21:38:11,caprieval,start
2024-01-21T21:38:57,caprieval,finish
