Linux 5.15.0-91-generic (gl5) 	01/27/2024 	_x86_64_	(32 CPU)

11:04:57 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
11:05:02 AM 316297400 389903364   1837924      0.47   1554852  72047516   4669988      1.16  31839168  42309012      2692    574208   3120856     10592      6068    278976
11:05:07 AM 316225336 389834856   1903400      0.48   1554852  72051052  34759596      8.62  31839656  42428116       332    690656   3123908     10432     11068    278304
11:05:12 AM 316365160 389976852   1763476      0.45   1554852  72053364   4197280      1.04  31841172  42313688      1404    574924   3121696      9616      5984    278064
11:05:17 AM 316363168 389976684   1763688      0.45   1554852  72055080   4197280      1.04  31841180  42315464       296    574992   3121760      9616      5988    278048
11:05:22 AM 316354368 389970320   1770128      0.45   1554852  72057408   4197280      1.04  31841216  42317808      1348    575048   3121792      9616      5984    278064
11:05:27 AM 316350228 389967976   1772484      0.45   1554852  72059096   4197412      1.04  31841216  42319544       440    575080   3121888      9600      5984    278016
11:05:32 AM 316358408 389978096   1762476      0.45   1554852  72060932   4197412      1.04  31841252  42321336      1332    575116   3121880      9600      5984    278000
11:05:37 AM 316358400 389980160   1760420      0.45   1554852  72062844   4201316      1.04  31841296  42325104       252    577040   3122032      9632      6096    278040
11:05:42 AM 316348964 389973040   1767624      0.45   1554852  72064912   4201448      1.04  31841328  42327172      1416    577088   3122196      9632      6116    278056
11:05:47 AM 316348940 389975332   1765312      0.45   1554852  72067120   4201816      1.04  31841332  42329860       268    577488   3122324      9632      6112    278056
11:05:52 AM 316357288 389985760   1754824      0.44   1554852  72068992   4197544      1.04  31841364  42329492      1124    575300   3122592      9600      5992    278032
11:05:57 AM 316357848 389988028   1752456      0.44   1554852  72070616   4201948      1.04  31841372  42332976       340    577228   3122776      9632      6116    278056
11:06:02 AM 316361464 389993796   1746840      0.44   1554852  72072736   4197676      1.04  31841404  42333224      1164    575372   3122656      9600      5988    277984
11:06:07 AM 316363300 389997764   1742864      0.44   1554852  72074728   4197676      1.04  31841444  42335304       164    575424   3122804      9600      5984    278000
11:06:12 AM 316367456 390003604   1737048      0.44   1554852  72076308   4197448      1.04  31841440  42336824       244    574924   3122884      9968      6064    277968
11:06:17 AM 316363044 390001072   1739744      0.44   1554852  72078440   4197808      1.04  31841484  42339128      1368    575600   3122468      9616      5992    278016
11:06:22 AM 316362040 390002484   1738312      0.44   1554852  72080724   4197808      1.04  31841520  42341448       392    575676   3122620      9616      5992    278032
11:06:27 AM 316025520 389668232   2069412      0.52   1554852  72082864  51643276     12.81  31842344  42754648      1156    987788   3125900     10096     16820    278320
11:06:32 AM 315900764 389546484   2191844      0.56   1554856  72085876  97574824     24.20  31842876  42876400      3852   1107312   3125208     10080     20036    278384
11:06:37 AM 315912076 389560012   2177952      0.55   1554860  72088024  89151952     22.11  31843700  42874800      2976   1104332   3125636     10128     19556    278384
11:06:42 AM 315933936 389584296   2154420      0.55   1554860  72090372  91061068     22.58  31843880  42840092      3264   1067372   3124960     10128     19192    278304
11:06:47 AM 315919544 389572492   2165668      0.55   1554860  72092940  91078792     22.59  31844280  42859528      3396   1084228   3125536     10176     19384    278408
11:06:52 AM 315991424 389646888   2090044      0.53   1554860  72095424  76116960     18.88  31844520  42795556      2844   1018396   3126796     10176     18360    278408
11:06:57 AM 315861860 389519664   2217568      0.56   1554860  72097732  97581496     24.20  31844856  42896472      4656   1116584   3126528     10160     20096    278496
11:07:02 AM 315899248 389560284   2176772      0.55   1554860  72100904  93878392     23.28  31845252  42868408      3496   1085956   3126764     10176     19692    278400
11:07:07 AM 315873252 389536364   2199776      0.56   1554860  72102992  97579236     24.20  31845576  42898272      3120   1114620   3127668     10192     19912    278528
11:07:12 AM 315926976 389592444   2144192      0.54   1554860  72105324  85445056     21.19  31845812  42851976      2748   1066740   3127196     10176     18888    278512
11:07:17 AM 315895516 389563520   2173988      0.55   1554860  72107836  93886700     23.28  31846168  42873504      4236   1085216   3126348     10176     19436    278496
11:07:22 AM 315876220 389546800   2191240      0.55   1554860  72110388  91944128     22.80  31846508  42886584      2880   1096452   3125840     10160     19260    278400
11:07:27 AM 315902372 389575996   2162188      0.55   1554860  72113380  90165304     22.36  31846784  42851680      4032   1058700   3125748     10160     19120    278448
11:07:32 AM 315844668 389519940   2218320      0.56   1554860  72115032  94766900     23.50  31847136  42901220      2716   1106668   3125668     10176     19532    278464
11:07:37 AM 315893808 389571508   2166644      0.55   1554860  72117808  88248148     21.88  31847388  42842680      3904   1044940   3125428     10176     18724    278464
11:07:42 AM 315824984 389504532   2233724      0.57   1554860  72119564  94748812     23.50  31847684  42914012      2912   1115376   3125416     10192     19784    278480
11:07:47 AM 315786872 389469096   2268012      0.57   1554860  72122320  97589020     24.20  31848076  42915064      3472   1114044   3126484     10208     19988    278560
11:07:52 AM 315808656 389493544   2243772      0.57   1554860  72124964  91055396     22.58  31848376  42885396      3000   1082724   3126296     10208     19276    278416
11:07:57 AM 315779512 389466596   2270560      0.58   1554860  72127128  89135684     22.10  31848660  42901420      3132   1095760   3126488     10432     19076    278624
11:08:02 AM 315778656 389468216   2269456      0.57   1554860  72129796  94762248     23.50  31849004  42901608      2544   1093616   3125780     10192     19868    278432
