Linux 5.15.0-91-generic (gl5) 	01/22/2024 	_x86_64_	(32 CPU)

02:13:53 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
02:13:58 PM 356786228 390237024   1638368      0.41   1420200  32986596   4708712      1.17  14976076  19985112       532    581728   2027156     10656      6064    273196
02:14:03 PM 356773072 390227416   1647680      0.42   1420204  32990008   4710736      1.17  14976552  19988504      1564    582252   2027584     10672      6116    273260
02:14:08 PM 356673752 390129832   1744456      0.44   1420204  32991632  20587492      5.11  14977388  20123648       876    716640   2028504      9824      9812    272476
02:14:13 PM 356774124 390231016   1643052      0.42   1420208  32992432   4235856      1.05  14978000  19989448      1552    582116   2028732      9664      5956    272396
02:14:18 PM 356773248 390231276   1642928      0.42   1420208  32993508   4236000      1.05  14978100  19990860       352    582592   2028656      9696      6000    272412
02:14:23 PM 356780520 390240988   1633392      0.41   1420216  32995816   4236000      1.05  14978136  19993032      1412    582496   2028604      9648      5932    272300
02:14:28 PM 356779760 390242376   1632064      0.41   1420216  32997816   4240404      1.05  14978152  19997300       400    584792   2028692      9696      6068    272308
02:14:33 PM 356771704 390236568   1637964      0.41   1420220  32999880   4240404      1.05  14978188  19999316      1396    584824   2028780      9696      6040    272308
02:14:38 PM 356770712 390237432   1637068      0.41   1420224  33001620   4236132      1.05  14978224  19998960       328    582664   2028924      9680      5964    272252
02:14:43 PM 356764920 390233044   1641668      0.42   1420228  33002920   4236132      1.05  14978220  20000104      1420    582504   2028812      9616      5824    272284
02:14:48 PM 356763780 390233908   1640808      0.42   1420228  33004800   4236264      1.05  14978268  20002144       292    582708   2028932      9664      5936    272300
02:14:53 PM 356760784 390233168   1641808      0.42   1420228  33006892   4240536      1.05  14978012  20006772      1440    584984   2028836      9696      6048    272308
02:14:58 PM 356760104 390234588   1640320      0.42   1420228  33008864   4236264      1.05  14978012  20006600       392    582820   2029032      9680      5964    272268
