Linux 5.15.0-91-generic (gl5) 	01/22/2024 	_x86_64_	(32 CPU)

02:13:53 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:13:58 PM     all      3.67      0.00      4.24      0.19      0.00     91.90
02:13:58 PM       0      0.80      0.00      4.80      0.00      0.00     94.40
02:13:58 PM       1      0.80      0.00      4.22      0.00      0.00     94.98
02:13:58 PM       2      1.60      0.00      3.41      0.00      0.00     94.99
02:13:58 PM       3      1.00      0.00      4.01      0.00      0.00     94.99
02:13:58 PM       4      1.40      0.00      3.80      0.00      0.00     94.80
02:13:58 PM       5      0.80      0.00      4.41      0.00      0.00     94.79
02:13:58 PM       6      0.60      0.00      4.59      0.00      0.00     94.81
02:13:58 PM       7      1.20      0.00      3.82      0.00      0.00     94.98
02:13:58 PM       8      0.60      0.00      4.40      0.00      0.00     95.00
02:13:58 PM       9     85.00      0.00      2.00      2.00      0.00     11.00
02:13:58 PM      10      1.60      0.00      3.61      0.00      0.00     94.79
02:13:58 PM      11      0.80      0.00      4.40      0.00      0.00     94.80
02:13:58 PM      12      0.80      0.00      5.00      0.00      0.00     94.20
02:13:58 PM      13      0.80      0.00      4.39      0.00      0.00     94.81
02:13:58 PM      14      0.80      0.00      4.59      0.00      0.00     94.61
02:13:58 PM      15      0.80      0.00      4.40      0.00      0.00     94.80
02:13:58 PM      16      0.80      0.00      4.39      0.00      0.00     94.81
02:13:58 PM      17      0.80      0.00      4.41      0.00      0.00     94.79
02:13:58 PM      18      1.20      0.00      4.19      0.00      0.00     94.61
02:13:58 PM      19      1.00      0.00      4.40      0.00      0.00     94.60
02:13:58 PM      20      1.00      0.00      4.20      0.00      0.00     94.80
02:13:58 PM      21      1.00      0.00      4.19      0.00      0.00     94.81
02:13:58 PM      22      3.59      0.00      5.19      0.00      0.00     91.22
02:13:58 PM      23      1.00      0.00      4.00      4.20      0.00     90.80
02:13:58 PM      24      1.40      0.00      4.00      0.00      0.00     94.60
02:13:58 PM      25      1.00      0.00      4.20      0.00      0.00     94.80
02:13:58 PM      26      1.00      0.00      4.39      0.00      0.00     94.61
02:13:58 PM      27      0.60      0.00      4.60      0.00      0.00     94.80
02:13:58 PM      28      0.80      0.00      4.20      0.00      0.00     95.00
02:13:58 PM      29      1.00      0.00      4.40      0.00      0.00     94.60
