Linux 5.15.30-2-pve (superserver2) 	01/27/2024 	_x86_64_	(32 CPU)

06:00:08 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:00:13 AM     all      2.98      0.00      4.43      0.13      0.00     92.47
06:00:13 AM       0      0.40      0.00      4.81      0.00      0.00     94.79
06:00:13 AM       1      3.00      0.00      4.80      0.00      0.00     92.20
06:00:13 AM       2      0.40      0.00      4.61      0.00      0.00     94.99
06:00:13 AM       3      0.60      0.00      4.59      0.00      0.00     94.81
06:00:13 AM       4      0.80      0.00      4.80      0.00      0.00     94.40
06:00:13 AM       5      0.40      0.00      4.61      0.00      0.00     94.99
06:00:13 AM       6      0.40      0.00      5.00      0.00      0.00     94.60
06:00:13 AM       7      0.40      0.00      4.61      0.00      0.00     94.99
06:00:13 AM       8      1.00      0.00      4.01      0.00      0.00     94.99
06:00:13 AM       9     72.34      0.00      1.40      0.80      0.00     25.45
06:00:13 AM      10      1.20      0.00      4.20      3.20      0.00     91.40
06:00:13 AM      11      0.80      0.00      4.21      0.00      0.00     94.99
06:00:13 AM      12      0.80      0.00      4.40      0.00      0.00     94.80
06:00:13 AM      13      0.80      0.00      4.40      0.00      0.00     94.80
06:00:13 AM      14      1.20      0.00      3.81      0.00      0.00     94.99
06:00:13 AM      15      0.60      0.00      4.40      0.00      0.00     95.00
06:00:13 AM      16      0.60      0.00      4.60      0.00      0.00     94.80
06:00:13 AM      17      0.60      0.00      4.59      0.00      0.00     94.81
06:00:13 AM      18      0.40      0.00      4.80      0.00      0.00     94.80
06:00:13 AM      19      0.20      0.00      5.00      0.20      0.00     94.60
06:00:13 AM      20      0.20      0.00      5.00      0.00      0.00     94.80
06:00:13 AM      21      1.40      0.00      4.00      0.00      0.00     94.60
06:00:13 AM      22      0.40      0.00      4.80      0.00      0.00     94.80
06:00:13 AM      23      0.80      0.00      4.21      0.00      0.00     94.99
06:00:13 AM      24      0.60      0.00      4.41      0.00      0.00     94.99
06:00:13 AM      25      0.20      0.00      5.00      0.00      0.00     94.80
06:00:13 AM      26      0.60      0.00      4.59      0.00      0.00     94.81
06:00:13 AM      27      0.40      0.00      4.60      0.00      0.00     95.00
06:00:13 AM      28      1.79      0.00      4.37      0.00      0.00     93.84
06:00:13 AM      29      0.60      0.00      4.40      0.00      0.00     95.00
06:00:13 AM      30      0.60      0.00      4.41      0.00      0.00     94.99
06:00:13 AM      31      0.80      0.00      4.22      0.00      0.00     94.98

06:00:13 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:00:18 AM     all      4.32      0.00      0.18      0.90      0.00     94.60
06:00:18 AM       0     19.60      0.00      0.40      0.00      0.00     80.00
06:00:18 AM       1     15.80      0.00      0.20      0.00      0.00     84.00
06:00:18 AM       2      9.84      0.00      0.00      0.20      0.00     89.96
06:00:18 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM       4      0.00      0.00      0.20      0.00      0.00     99.80
06:00:18 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM       7      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM       8      3.99      0.00      0.60      0.60      0.00     94.81
06:00:18 AM       9      7.62      0.00      0.60      7.41      0.00     84.37
06:00:18 AM      10      1.80      0.00      0.40     16.23      0.00     81.56
06:00:18 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM      12     12.02      0.00      0.60      1.20      0.00     86.17
06:00:18 AM      13      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM      15      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM      16      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM      17      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM      18      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM      19      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM      20      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM      21      0.00      0.00      0.40      0.00      0.00     99.60
06:00:18 AM      22      0.00      0.00      0.40      0.00      0.00     99.60
06:00:18 AM      23      0.00      0.00      0.20      0.00      0.00     99.80
06:00:18 AM      24      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM      25      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM      26      0.00      0.00      0.00      0.00      0.00    100.00
06:00:18 AM      27      0.20      0.00      0.00      0.00      0.00     99.80
06:00:18 AM      28      0.60      0.00      0.40      0.00      0.00     99.01
06:00:18 AM      29     22.04      0.00      0.40      1.40      0.00     76.15
06:00:18 AM      30     22.40      0.00      0.40      0.80      0.00     76.40
06:00:18 AM      31     22.24      0.00      0.60      1.00      0.00     76.15

06:00:18 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:00:23 AM     all      4.62      0.00      0.18      1.97      0.00     93.24
06:00:23 AM       0     28.14      0.00      0.60     12.97      0.00     58.28
06:00:23 AM       1      0.20      0.00      0.20      3.41      0.00     96.19
06:00:23 AM       2      0.40      0.00      0.00      9.20      0.00     90.40
06:00:23 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM       4      0.40      0.00      0.20      0.00      0.00     99.40
06:00:23 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM       7      0.20      0.00      0.20      0.00      0.00     99.60
06:00:23 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM       9     18.24      0.00      0.00      3.61      0.00     78.16
06:00:23 AM      10     11.62      0.00      0.20      0.80      0.00     87.37
06:00:23 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM      12      0.00      0.00      0.20      1.40      0.00     98.40
06:00:23 AM      13     22.04      0.00      0.40      4.01      0.00     73.55
06:00:23 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM      15      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM      16      0.00      0.00      0.20      0.00      0.00     99.80
06:00:23 AM      17      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM      18      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM      19      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM      20      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM      21      0.20      0.00      0.00      0.00      0.00     99.80
06:00:23 AM      22      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM      23      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM      24     20.60      0.00      0.40      2.60      0.00     76.40
06:00:23 AM      25      0.20      0.00      0.40      4.59      0.00     94.81
06:00:23 AM      26      0.00      0.00      0.00      0.00      0.00    100.00
06:00:23 AM      27      0.80      0.00      0.60      4.19      0.00     94.41
06:00:23 AM      28     21.24      0.00      0.80      4.81      0.00     73.15
06:00:23 AM      29      0.40      0.00      0.20      2.59      0.00     96.81
06:00:23 AM      30     22.60      0.00      0.60      4.80      0.00     72.00
06:00:23 AM      31      0.60      0.00      0.40      3.99      0.00     95.01

06:00:23 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:00:28 AM     all      0.13      0.00      0.14      1.02      0.00     98.72
06:00:28 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM       2      0.00      0.00      1.40      0.00      0.00     98.60
06:00:28 AM       3      0.00      0.00      0.20      0.00      0.00     99.80
06:00:28 AM       4      0.00      0.00      0.20      0.60      0.00     99.20
06:00:28 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM       7      0.00      0.00      1.20      0.00      0.00     98.80
06:00:28 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM       9      3.63      0.00      0.40     32.26      0.00     63.71
06:00:28 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      12      0.00      0.00      0.20      0.00      0.00     99.80
06:00:28 AM      13      0.00      0.00      0.20      0.00      0.00     99.80
06:00:28 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      15      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      16      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      17      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      18      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      19      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      20      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      21      0.00      0.00      0.20      0.00      0.00     99.80
06:00:28 AM      22      0.00      0.00      0.20      0.00      0.00     99.80
06:00:28 AM      23      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      24      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      25      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      26      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      27      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      28      0.40      0.00      0.20      0.00      0.00     99.40
06:00:28 AM      29      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      30      0.00      0.00      0.00      0.00      0.00    100.00
06:00:28 AM      31      0.00      0.00      0.00      0.00      0.00    100.00

06:00:28 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
06:00:33 AM     all      0.13      0.00      0.06      0.96      0.00     98.85
06:00:33 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM       1      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM       2      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM       3      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM       4      0.20      0.00      0.00      0.00      0.00     99.80
06:00:33 AM       5      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM       6      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM       7      0.20      0.00      0.00      0.00      0.00     99.80
06:00:33 AM       8      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM       9      3.23      0.00      0.40     28.83      0.00     67.54
06:00:33 AM      10      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM      11      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM      12      0.00      0.00      0.20      0.00      0.00     99.80
06:00:33 AM      13      0.00      0.00      0.20      0.00      0.00     99.80
06:00:33 AM      14      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM      15      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM      16      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM      17      0.00      0.00      0.00      2.20      0.00     97.80
06:00:33 AM      18      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM      19      0.00      0.00      0.00      0.00      0.00    100.00
06:00:33 AM      20      0.00      0.00      0.20      0.00      0.00     99.80
06:00:33 AM      21      0.00      0.00      0.20      0.00      0.00     99.80
06:00:33 AM      22      0.00      0.00      0.20      0.00      0.00     99.80
